clustering_features,n_clustering_features,n_clusters,n_factors,rotation,silhouette_score,smallest_cluster,largest_cluster,clusters_below_efa_rule,max_cluster_supported_factors,global_mean_primary_abs_loading,global_mean_cross_loading_gap,global_simple_feature_share,global_covariance_reconstruction_rmse,global_n_observations,global_n_parameters,global_exact_total_log_likelihood,global_exact_mean_log_likelihood,global_regularized_total_log_likelihood,global_regularized_mean_log_likelihood,global_regularized_aic,global_regularized_bic,global_likelihood_eigenvalue_floor,global_exact_likelihood_finite,global_minimum_uniqueness,global_uniquenesses_below_floor,clustered_n_parameters,clustered_exact_total_log_likelihood,clustered_regularized_total_log_likelihood,clustered_regularized_aic,clustered_regularized_bic,clustered_unstable_models,clustered_minus_global_regularized_bic,clustered_minus_global_regularized_aic,clustered_minus_global_regularized_total_log_likelihood,clustered_status,clustered_reason,clustered_mean_primary_abs_loading,clustered_minus_global_mean_primary_abs_loading,clustered_mean_cross_loading_gap,clustered_minus_global_mean_cross_loading_gap,clustered_simple_feature_share,clustered_minus_global_simple_feature_share,clustered_covariance_reconstruction_rmse,clustered_minus_global_covariance_reconstruction_rmse,experiment_id,status,error
services_value_added_per_worker_constant_2015_usd,1,2,11,varimax,0.5722149684239982,63,154,2,43,0.6444000408920261,0.3929995368316214,0.4418604651162791,0.04150554664435032,217,504,-7072.597178740722,-32.592613726915765,-7072.597178740632,-32.59261372691536,15153.194357481265,16856.662623665656,1e-06,True,0.00010491667700252005,0,1008.0,-6095.298964026856,-6103.914159750184,14223.828319500368,16834.59233321817,1.0,-22.070290447485604,-929.3660379808971,968.6830189904485,ok,,0.6722896621273056,0.027889621235279494,0.43902820090946654,0.046028664077845116,0.5783945986496624,0.13653413353338328,0.04227671445633615,0.000771167811985829,11,ok,
services_value_added_per_worker_constant_2015_usd,1,2,12,varimax,0.5722149684239982,63,154,2,43,0.6675740994996768,0.41584146828449337,0.4883720930232558,0.034107774584886175,217,536,-6986.007835151451,-32.19358449378549,-6986.007835151485,-32.19358449378564,15044.01567030297,16855.640651800655,1e-06,True,0.00010313955582896828,0,1072.0,-5895.300502515113,-5904.5723779293385,13953.144755858677,16729.671564098244,1.0,-125.96908770241134,-1090.8709144442928,1081.4354572221464,ok,,0.6726128959459402,0.005038796446263372,0.43098844416107224,0.015146975876578872,0.5716429107276819,0.08327081770442613,0.04125130994924004,0.007143535364353866,12,ok,
services_value_added_per_worker_constant_2015_usd,1,2,13,varimax,0.5722149684239982,63,154,2,43,0.6677240506778354,0.4159830743863385,0.5116279069767442,0.03334373784299143,217,567,-6872.599532379509,-31.670965587002343,-6872.599532379536,-31.67096558700247,14879.199064759072,16795.60086421651,1e-06,True,0.0001033974388696679,0,1134.0,-5757.903801171771,-5767.4908854779405,13802.981770955881,16740.091286388408,1.0,-55.50957782810292,-1076.2172938031908,1105.1086469015954,ok,,0.6876922483317058,0.01996819765387048,0.4413607850143591,0.025377710628020578,0.5978994748687172,0.08627156789197299,0.03682247033975136,0.00347873249675993,13,ok,
services_value_added_per_worker_constant_2015_usd,1,2,14,varimax,0.5722149684239982,63,154,2,43,0.6845070011855715,0.432063416432964,0.5348837209302325,0.028719046613787536,217,597,-6790.2127046475525,-31.29130278639425,-6790.212704647667,-31.29130278639478,14774.425409295334,16792.22412935899,1e-06,True,0.00010427925473111,0,1194.0,-5655.144856381023,-5665.254689442463,13718.509378884926,16811.021514181608,1.0,18.79738482261746,-1055.916030410408,1124.958015205204,ok,,0.7041916279201919,0.019684626734620347,0.4554400832290781,0.02337666679611411,0.5783945986496624,0.04351087771942985,0.03108180236390561,0.002362755750118073,14,ok,
services_value_added_per_worker_constant_2015_usd,1,2,15,varimax,0.5722149684239982,63,154,2,43,0.6923008058786277,0.44271164210986724,0.5581395348837209,0.026688418267868354,217,626,-6708.1970984704085,-30.913350684195432,-6708.197098470287,-30.91335068419487,14668.394196940573,16784.2099402569,1e-06,True,0.00010121365931781146,0,1252.0,-5540.56683955306,-5551.1426791873055,13606.285358374611,16849.020026206643,1.0,64.81008594974264,-1062.1088385659623,1157.0544192829811,ok,,0.7075802090068117,0.015279403128183988,0.45922681230992557,0.016515170200058327,0.5948987246811703,0.03675918979744941,0.030162724930247756,0.0034743066623794013,15,ok,
services_value_added_per_worker_constant_2015_usd,1,2,16,varimax,0.5722149684239982,63,154,2,43,0.7019052571164968,0.44651709623076347,0.5581395348837209,0.023382613582443597,217,654,-6661.5784550732615,-30.698518226144063,-6661.578455072988,-30.698518226142802,14631.156910145975,16841.609779361435,1e-06,True,0.00010337540107729914,0,1308.0,-5446.616804291715,-5457.708675961611,13531.417351923223,16919.194464961798,1.0,77.58468560036272,-1099.7395582227527,1203.8697791113764,ok,,0.7166648459308513,0.014759588814354574,0.4607533117127554,0.014236215481991943,0.6084021005251312,0.050262565641410295,0.026552714355384918,0.0031701007729413207,16,ok,
services_value_added_per_worker_constant_2015_usd,1,2,17,varimax,0.5722149684239982,63,154,2,43,0.7083801626598486,0.4455097674121288,0.5581395348837209,0.02132589308070819,217,681,-6595.967156205983,-30.39616201016582,-6595.96715620559,-30.39616201016401,14553.93431241118,16855.644410172234,1e-06,True,0.00010422513490326857,0,1362.0,-5365.813362595772,-5377.170077526376,13478.340155052752,17005.97962596907,1.0,150.33521579683656,-1075.5941573584278,1218.7970786792139,ok,,0.7219344719650904,0.013554309305241818,0.4646436953933261,0.01913392798119734,0.5918979744936234,0.033758439609902435,0.02384947519105777,0.00252358211034958,17,ok,
services_value_added_per_worker_constant_2015_usd,1,2,18,varimax,0.5722149684239982,63,154,2,43,0.7118921836502266,0.45255520756872075,0.5116279069767442,0.018576041973630907,217,707,-6544.617391840841,-30.15952715134028,-6544.617391840765,-30.15952715133993,14503.23478368153,16892.822212634634,1e-06,True,9.841610733418715e-05,0,1414.0,-5279.398109085288,-5291.530690079195,13411.06138015839,17073.38312162364,1.0,180.56090898900584,-1092.1734035231402,1253.08670176157,ok,,0.7325605730321317,0.020668389381905183,0.47776453983925804,0.025209332270537288,0.6646661665416355,0.15303825956489125,0.020956828131765887,0.00238078615813498,18,ok,
services_value_added_per_worker_constant_2015_usd,1,2,19,varimax,0.5722149684239982,63,154,2,43,0.7207429993684455,0.45514549411575034,0.5348837209302325,0.015656558217702884,217,732,-6511.511767274535,-30.0069666694679,-6511.511767274591,-30.00696666946816,14487.023534549182,16961.1083973408,1e-06,True,9.860939729144924e-05,0,1464.0,-5213.978767944424,-5225.960156370902,13379.920312741804,17171.74423742718,1.0,210.6358400863828,-1107.1032218073778,1285.551610903689,ok,,0.7453910431934974,0.024648043825051813,0.49163441227720417,0.03648891816145383,0.6481620405101275,0.11327831957989498,0.01732935607140743,0.0016727978537045447,19,ok,
services_value_added_per_worker_constant_2015_usd,1,2,20,varimax,0.5722149684239982,63,154,2,43,0.7322461865634516,0.46662648982993143,0.5581395348837209,0.013258599567610855,217,756,-6488.833075666602,-29.902456569892173,-6488.833075666665,-29.902456569892465,14489.66615133333,17044.868550609917,1e-06,True,0.000103221694926936,0,1512.0,-5158.128577756972,-5169.534159962918,13363.068319925836,17279.21434050254,1.0,234.34578989262445,-1126.5978314074928,1319.2989157037464,ok,,0.7533169233988044,0.021070736835352766,0.49129653214300995,0.02467004231307851,0.6054013503375844,0.04726181545386343,0.014204686787788492,0.0009460872201776365,20,ok,
