clustering_features,n_clustering_features,n_clusters,n_factors,rotation,silhouette_score,smallest_cluster,largest_cluster,clusters_below_efa_rule,max_cluster_supported_factors,global_mean_primary_abs_loading,global_mean_cross_loading_gap,global_simple_feature_share,global_covariance_reconstruction_rmse,global_n_observations,global_n_parameters,global_exact_total_log_likelihood,global_exact_mean_log_likelihood,global_regularized_total_log_likelihood,global_regularized_mean_log_likelihood,global_regularized_aic,global_regularized_bic,global_likelihood_eigenvalue_floor,global_exact_likelihood_finite,global_minimum_uniqueness,global_uniquenesses_below_floor,clustered_n_parameters,clustered_exact_total_log_likelihood,clustered_regularized_total_log_likelihood,clustered_regularized_aic,clustered_regularized_bic,clustered_unstable_models,clustered_minus_global_regularized_bic,clustered_minus_global_regularized_aic,clustered_minus_global_regularized_total_log_likelihood,clustered_status,clustered_reason,clustered_mean_primary_abs_loading,clustered_minus_global_mean_primary_abs_loading,clustered_mean_cross_loading_gap,clustered_minus_global_mean_cross_loading_gap,clustered_simple_feature_share,clustered_minus_global_simple_feature_share,clustered_covariance_reconstruction_rmse,clustered_minus_global_covariance_reconstruction_rmse,experiment_id,status,error
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,21,varimax,0.5758666578630993,49,168,2,49,0.7297266237653165,0.5076600801418644,0.5517241379310345,0.02904310882022852,217,1124,-4303.275994492391,-19.830764951577837,-4303.275994491591,-19.83076495157415,10854.551988983181,14653.556614362658,1e-06,True,9.853686460448152e-06,0,2248.0,-127694.9380200207,3000.1266822256016,-1504.2533644512032,6093.755886307751,2.0,-8559.800728054906,-12358.805353434385,7303.402676717193,ok,,0.7376809154078233,0.007954291642506828,0.51993959292591,0.012279512784045599,0.6017797552836485,0.05005561735261399,0.029332181163612935,0.000289072343384416,306,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,21,varimax,0.3740345556347403,44,105,3,44,0.7297266237653165,0.5076600801418644,0.5517241379310345,0.02904310882022852,217,1124,-4303.275994492391,-19.830764951577837,-4303.275994491591,-19.83076495157415,10854.551988983181,14653.556614362658,1e-06,True,9.853686460448152e-06,0,3372.0,-194645.91718081778,6020.22540977222,-5296.45081954444,6100.56305659399,3.0,-8552.993557768668,-16151.00280852762,10323.50140426381,ok,,0.7486365869253376,0.018909963160021137,0.5128390579123927,0.005178977770528337,0.5867630700778642,0.03503893214682974,0.029980340197342865,0.0009372313771143469,648,ok,
services_value_added_per_worker_constant_2015_usd,1,5,19,varimax,0.657962178053516,26,100,5,26,0.7054831000517993,0.4933914202035451,0.5172413793103449,0.03655520773143003,217,1047,-4481.400245876261,-20.65161403629613,-4481.400245876719,-20.651614036298245,11056.800491753438,14595.5530209103,1e-06,True,3.4363304411977325e-06,0,5235.0,-inf,11020.889513834172,-11571.779027668344,6121.983618115963,5.0,-8473.569402794337,-22628.579519421783,15502.289759710891,ok,,0.7352156129811969,0.029732512929397603,0.48343319192037204,-0.009958228283173054,0.5506117908787541,0.03337041156840925,0.03572225937671698,-0.0008329483547130437,190,ok,
services_value_added_per_worker_constant_2015_usd,1,5,17,varimax,0.657962178053516,26,100,5,26,0.7058402711432675,0.4948820671701334,0.5,0.03710429689936764,217,966,-4899.856632921923,-22.579984483511165,-4899.856632920262,-22.579984483503512,11731.713265840524,14996.694109360607,1e-06,True,5.655827154171789e-06,0,4830.0,-inf,9924.436331267376,-10188.872662534752,6136.031555065671,5.0,-8860.662554294937,-21920.585928375276,14824.292964187638,ok,,0.7272055227814419,0.021365251638174376,0.4745185377600087,-0.020363529410124703,0.5326553313205149,0.0326553313205149,0.03980447595758186,0.002700179058214222,188,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,6,5,varimax,0.42123712476920505,18,78,6,18,0.5792591259188683,0.4517293846570968,0.5,0.0772799260201382,217,396,-9222.594428669021,-42.50043515515678,-9222.594428668413,-42.50043515515398,19237.188857336827,20575.62820933885,1e-06,True,2.718563595871526e-05,0,2376.0,-806567.1807692428,3322.286763426018,-1892.5735268520357,6138.062585160097,5.0,-14437.565624178755,-21129.762384188864,12544.881192094432,ok,,0.6024697403477202,0.02321061442885186,0.40935536840872916,-0.04237401624836762,0.47274749721913234,-0.02725250278086766,0.10105363133122232,0.023773705311084123,803,ok,
services_value_added_per_worker_constant_2015_usd,1,4,27,varimax,0.6624373132383236,29,108,4,29,0.7813551910810131,0.555887126354011,0.6379310344827587,0.016125882418407192,217,1331,-3698.8907576159954,-17.045579528184312,-3698.890757615794,-17.04557952818338,10059.781515231589,14558.42489279394,1e-06,True,2.993335264767083e-06,0,5324.0,-inf,11250.758773338743,-11853.517546677485,6141.055963571922,4.0,-8417.368929222019,-21913.299061909074,14949.649530954537,ok,,0.781129339035687,-0.0002258520453261026,0.5224668527923032,-0.03342027356170785,0.6095661846496107,-0.02836484983314802,0.013894769285598123,-0.002231113132809069,141,ok,
services_value_added_per_worker_constant_2015_usd,1,3,17,varimax,0.6805872190790466,46,118,3,46,0.7058402711432675,0.4948820671701334,0.5,0.03710429689936764,217,966,-4899.856632921923,-22.579984483511165,-4899.856632920262,-22.579984483503512,11731.713265840524,14996.694109360607,1e-06,True,5.655827154171789e-06,0,2898.0,-inf,4715.923306340502,-3635.8466126810035,6159.095917879249,3.0,-8837.598191481358,-15367.559878521528,9615.779939260763,ok,,0.7230355315766955,0.017195260433428006,0.48296634848073594,-0.011915718689397448,0.5571269664706817,0.05712696647068172,0.04050895873586169,0.003404661836494051,74,ok,
services_value_added_per_worker_constant_2015_usd,1,4,26,varimax,0.6624373132383236,29,108,4,29,0.7781102495723624,0.5489341801923494,0.6551724137931034,0.015537077665378502,217,1299,-3960.0481892209837,-18.249069996410064,-3960.048189221,-18.24906999641014,10518.096378442,14908.583040691057,1e-06,True,2.4683569931238658e-05,0,5196.0,-inf,10893.716086042763,-11395.432172085526,6166.514476910703,4.0,-8742.068563780354,-21913.528550527524,14853.764275263762,ok,,0.7761073523655526,-0.002002897206809795,0.5180822572070642,-0.030851922985285163,0.6207691085332909,-0.0344033052598125,0.01660982989132384,0.0010727522259453386,140,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,15,varimax,0.5758666578630993,49,168,2,49,0.6923398243958025,0.4985477391618756,0.4827586206896552,0.04500017355141033,217,881,-5298.090461058378,-24.41516341501557,-5298.090461057451,-24.415163415011293,12358.180922114901,15335.870490584046,1e-06,True,1.0381764961153728e-05,0,1762.0,1831.821338355082,1654.4522279831135,215.09554403377297,6170.474680972064,2.0,-9165.395809611982,-12143.085378081129,6952.542689040564,ok,,0.7043566521544886,0.012016827758686066,0.49407958781558997,-0.004468151346285643,0.5728587319243604,0.09010011123470524,0.03917381805136803,-0.0058263555000423045,300,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,11,varimax,0.5098890551912953,44,124,3,44,0.6526629862001875,0.48765830136631194,0.5172413793103449,0.05893277839669161,217,699,-6505.193886896498,-29.977852013347917,-6505.1938868965135,-29.977852013347988,14408.387773793027,16770.93602391781,1e-06,True,9.8247824001918e-06,0,2097.0,-inf,2551.5044295031103,-909.0088590062205,6178.635891368123,2.0,-10592.300132549686,-15317.396632799248,9056.698316399623,ok,,0.6598567074775117,0.007193721277324205,0.4404097537992809,-0.04724854756703106,0.514460511679644,-0.002780867630700845,0.05909307578783599,0.00016029739114438446,353,ok,
services_value_added_per_worker_constant_2015_usd,1,6,15,varimax,0.64513465545866,21,90,6,21,0.6923398243958025,0.4985477391618756,0.4827586206896552,0.04500017355141033,217,881,-5298.090461058378,-24.41516341501557,-5298.090461057451,-24.415163415011293,12358.180922114901,15335.870490584046,1e-06,True,1.0381764961153728e-05,0,5286.0,-inf,11129.69498656475,-11687.389973129499,6178.747437685372,6.0,-9157.123052898674,-24045.5708952444,16427.7854476222,ok,,0.7269111197002815,0.034571295304479,0.4646592781584416,-0.03388846100343401,0.4957095185126331,0.012950897822977925,0.040521202261998346,-0.004478971289411986,243,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,22,varimax,0.5098890551912953,44,124,3,44,0.734666641334831,0.5120443039240902,0.5517241379310345,0.028492004214063556,217,1161,-4200.391486476129,-19.35664279482087,-4200.391486477092,-19.35664279482531,10722.782972954185,14646.84380041466,1e-06,True,1.1847873777615092e-05,0,3483.0,-inf,6271.386739838451,-5576.773479676902,6195.409002704519,3.0,-8451.43479771014,-16299.556452631086,10471.778226315542,ok,,0.7448282250523762,0.010161583717545275,0.4981066564165341,-0.01393764750755605,0.6036866359447005,0.051962498013666036,0.028825078514748352,0.0003330743006847957,364,ok,
services_value_added_per_worker_constant_2015_usd,1,6,16,varimax,0.64513465545866,21,90,6,21,0.7054385365732309,0.49642580521887697,0.5,0.037168500825867076,217,924,-5137.037168603459,-23.67298234379474,-5137.037168605202,-23.672982343802776,12122.074337210404,15245.099491881789,1e-06,True,1.9547083528914655e-05,0,5544.0,-inf,11812.72472105133,-12537.449442102661,6200.701485925649,6.0,-9044.39800595614,-24659.523779313065,16949.761889656533,ok,,0.7436164700478831,0.03817793347465226,0.479943811021124,-0.01648199419775298,0.5347211187033212,0.034721118703321174,0.0346218153620666,-0.002546685463800477,244,ok,
services_value_added_per_worker_constant_2015_usd,1,3,14,varimax,0.6805872190790466,46,118,3,46,0.6897360460576764,0.498951862501812,0.5,0.04546045532017627,217,837,-5703.200651197694,-26.282030650680618,-5703.200651198334,-26.282030650683566,13080.401302396667,15909.375387310032,1e-06,True,9.950135546832328e-06,0,2511.0,-inf,3652.0092983367795,-2282.018596673559,6204.903658066536,3.0,-9704.471729243496,-15362.419899070226,9355.209949535114,ok,,0.6956149816425439,0.005878935584867517,0.4657237018563041,-0.03322816064550793,0.532258064516129,0.032258064516129004,0.04857845785934875,0.003118002539172479,71,ok,
services_value_added_per_worker_constant_2015_usd,1,3,18,varimax,0.6805872190790466,46,118,3,46,0.7062279037775023,0.50303683094678,0.5517241379310345,0.036682398975214935,217,1007,-4654.663951157629,-21.450064291048978,-4654.663951158028,-21.45006429105082,11323.327902316056,14726.884537331298,1e-06,True,5.014460968011392e-06,0,3021.0,-inf,5019.661609084499,-3997.323218168998,6213.34668687673,3.0,-8513.537850454568,-15320.651120485054,9674.325560242527,ok,,0.7282051436178568,0.02197723984035449,0.48555052745258787,-0.017486303494192112,0.5414746543778802,-0.010249483553154248,0.03671659712870992,3.419815349498673e-05,75,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,22,varimax,0.5758666578630993,49,168,2,49,0.734666641334831,0.5120443039240902,0.5517241379310345,0.028492004214063556,217,1161,-4200.391486476129,-19.35664279482087,-4200.391486477092,-19.35664279482531,10722.782972954185,14646.84380041466,1e-06,True,1.1847873777615092e-05,0,2322.0,-inf,3124.3730315386047,-1604.7460630772093,6243.375591843738,2.0,-8403.468208570921,-12327.529036031394,7324.764518015697,ok,,0.748454855742018,0.013788214407187027,0.5279231084571699,0.01587880453307977,0.6151279199110122,0.06340378197997776,0.025466337670295883,-0.003025666543767673,307,ok,
services_value_added_per_worker_constant_2015_usd,1,4,10,varimax,0.6624373132383236,29,108,4,29,0.6359094395952842,0.47884345972229747,0.5172413793103449,0.061419060855820204,217,651,-6936.70329767964,-31.966374643684976,-6936.703297680843,-31.96637464369052,15175.406595361686,17375.719772516524,1e-06,True,1.5043563712957564e-05,0,2604.0,-inf,3879.747634599717,-2551.495269199434,6249.757439419923,4.0,-11125.962333096602,-17726.90186456112,10816.45093228056,ok,,0.647766192601674,0.011856753006389775,0.418117322320208,-0.060726137402089486,0.47687907198474494,-0.04036230732559992,0.06300770279911687,0.0015886419432966647,124,ok,
services_value_added_per_worker_constant_2015_usd,1,4,9,varimax,0.6624373132383236,29,108,4,29,0.6351290291449264,0.4801385832921046,0.5172413793103449,0.061364648921486596,217,602,-7274.878026761015,-33.5247835334609,-7274.878026761995,-33.52478353346542,15753.75605352399,17788.454260355345,1e-06,True,2.3295922862098806e-05,0,2408.0,-inf,3347.2393185012006,-1878.4786370024012,6260.314190323026,4.0,-11528.14007003232,-17632.23469052639,10622.117345263196,ok,,0.6358165566481307,0.0006875275032043326,0.41074709817770116,-0.06939148511440346,0.46361036071825834,-0.05363101859208652,0.06927015895429052,0.007905510032803924,123,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,14,varimax,0.5758666578630993,49,168,2,49,0.6897360460576764,0.498951862501812,0.5,0.04546045532017627,217,837,-5703.200651197694,-26.282030650680618,-5703.200651198334,-26.282030650683566,13080.401302396667,15909.375387310032,1e-06,True,9.950135546832328e-06,0,1674.0,10673.451489028292,1367.9000613329913,612.1998773340174,6270.148047160747,2.0,-9639.227340149286,-12468.201425062649,7071.1007125313245,ok,,0.6808237016958012,-0.008912344361875157,0.47980095657732164,-0.01915090592449037,0.5367074527252503,0.036707452725250334,0.04913189327129936,0.0036714379511230896,299,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,10,varimax,0.5098890551912953,44,124,3,44,0.6359094395952842,0.47884345972229747,0.5172413793103449,0.061419060855820204,217,651,-6936.70329767964,-31.966374643684976,-6936.703297680843,-31.96637464369052,15175.406595361686,17375.719772516524,1e-06,True,1.5043563712957564e-05,0,1953.0,-inf,2116.0653995524626,-326.13079910492525,6274.808732359592,2.0,-11100.911040156932,-15501.537394466612,9052.768697233307,ok,,0.6439533309315866,0.008043891336302345,0.4307912292891846,-0.04805223043311285,0.49809311933894806,-0.019148259971396797,0.06394575609370745,0.002526695237887247,352,ok,
services_value_added_per_worker_constant_2015_usd,1,6,13,varimax,0.64513465545866,21,90,6,21,0.6768265881237939,0.4849548624348202,0.5,0.05030592766119742,217,792,-6015.839551620709,-27.722762910694513,-6015.839551620842,-27.722762910695124,13615.679103241684,16292.557807245728,1e-06,True,1.9641172442463883e-05,0,4752.0,-inf,9636.160191818228,-9768.320383636456,6292.95184038781,6.0,-9999.605966857918,-23383.99948687814,15651.99974343907,ok,,0.7033353252502746,0.02650873712648072,0.4475093609739482,-0.037445501460872,0.4846655013507072,-0.015334498649292816,0.051385258520120304,0.0010793308589228875,241,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,22,varimax,0.3740345556347403,44,105,3,44,0.734666641334831,0.5120443039240902,0.5517241379310345,0.028492004214063556,217,1161,-4200.391486476129,-19.35664279482087,-4200.391486477092,-19.35664279482531,10722.782972954185,14646.84380041466,1e-06,True,1.1847873777615092e-05,0,3483.0,-inf,6218.342527818659,-5470.685055637317,6301.497426744103,3.0,-8345.346373670556,-16193.468028591502,10418.734014295751,ok,,0.7606243689525919,0.02595772761776094,0.5225303799849375,0.010486076060847282,0.6117908787541713,0.06006674082313679,0.026375931399976335,-0.0021160728140872213,649,ok,
services_value_added_per_worker_constant_2015_usd,1,5,18,varimax,0.657962178053516,26,100,5,26,0.7062279037775023,0.50303683094678,0.5517241379310345,0.036682398975214935,217,1007,-4654.663951157629,-21.450064291048978,-4654.663951158028,-21.45006429105082,11323.327902316056,14726.884537331298,1e-06,True,5.014460968011392e-06,0,5035.0,-inf,10384.205977203917,-10698.411954407835,6319.371220668381,5.0,-8407.513316662917,-22021.739856723892,15038.869928361946,ok,,0.7298280113778026,0.02360010760030029,0.47456783637844735,-0.02846899456833263,0.5381376132210391,-0.013586524709995329,0.037482796227610395,0.00080039725239546,189,ok,
services_value_added_per_worker_constant_2015_usd,1,4,19,varimax,0.6624373132383236,29,108,4,29,0.7054831000517993,0.4933914202035451,0.5172413793103449,0.03655520773143003,217,1047,-4481.400245876261,-20.65161403629613,-4481.400245876719,-20.651614036298245,11056.800491753438,14595.5530209103,1e-06,True,3.4363304411977325e-06,0,4188.0,-inf,8094.366460797253,-7812.7329215945065,6342.277195032941,4.0,-8253.27582587736,-18869.533413347945,12575.766706673972,ok,,0.7169554307466293,0.011472330694830002,0.46591532760277427,-0.02747609260077083,0.5294771968854282,0.012235817575083296,0.03687675423505831,0.00032154650362828385,133,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,5,7,varimax,0.43033844188313713,18,80,5,18,0.6426514546866168,0.4997350356893645,0.5862068965517241,0.05965159384870716,217,501,-8245.186334748505,-37.99625039054611,-8245.186334749515,-37.996250390550756,17492.37266949903,19185.7012436228,1e-06,True,2.6933054936284506e-05,0,2505.0,-inf,3552.5897270668343,-2095.1794541336685,6371.463416485182,5.0,-12814.237827137618,-19587.552123632697,11797.776061816348,ok,,0.6406777860005755,-0.001973668686041319,0.4292729658686409,-0.07046206982072362,0.48077228666772603,-0.10543460988399805,0.08330232774571546,0.023650733897008294,748,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,23,varimax,0.5758666578630993,49,168,2,49,0.7513125791539237,0.5299758489682241,0.6379310344827587,0.024421128010930736,217,1197,-4122.015607152628,-18.995463627431466,-4122.015607152613,-18.995463627431395,10638.031214305225,14683.768346493154,1e-06,True,1.2649158399491434e-05,0,2394.0,-inf,3251.71871313119,-1715.4374262623796,6376.03683811348,2.0,-8307.731508379675,-12353.468640567604,7373.734320283802,ok,,0.752486557233874,0.001173978079950344,0.5298502337461422,-0.00012561522208198728,0.6151279199110122,-0.02280311457174644,0.023294784450024388,-0.0011263435609063475,308,ok,
