"","year","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k"
"51",2000,2321469.75,2295241,57.272196,22.9305591583252,1827.7,2.77163362503052,1693508.5,2269054.75,2288452.75,2296283,9567754,0.148499667644501,1.00791323184967,0.956293821334839,2773192,1985369,2785677,14986403,0.742388188838959,1.20727837085724,1.22511506080627,0.51824563741684,0.109977729618549,0.0362360924482346,1.08270508132602,0.528351008892059,0.502374947071075,0.500661849975586,0.594378113746643,0.250642508268356,0.143121808767319,0.233494758605957,-0.228374063968658,0.00673688156530261,0.505442811284737,0.425942065341232,0.623487620264224,0.447619169950485,0.45384207367897,0.384748429059982,1.00271642208099
"52",2001,2387420.25,2358495.5,57.30576,23.3661193847656,1818.17,2.79335689544678,1757971,2333845.25,2363600.25,2365718.75,9376011,0.138120174407959,1.04067158699036,0.98342365026474,2828834,2021066.75,2839454,15359993,0.765209496021271,1.20026051998138,1.21708679199219,0.513546466827393,0.111192546784878,0.0366850085556507,1.11653308564463,0.51626455783844,0.495871245861053,0.495427250862122,0.577972590923309,0.243424654006958,0.16512967646122,0.237497061491013,-0.229787141084671,0.00576319452375174,0.505400460825373,0.433616669008924,0.554290193488473,0.434278637170792,0.434133350849152,0.399891674518585,1.08458411693573
"53",2002,2310471.25,2279656,57.420628,23.7908096313477,1801,2.81525039672852,1697818.875,2280987.75,2298318.75,2295020,9253504,0.133227705955505,1.00667643547058,0.950988411903381,2836470.25,2027534.5,2872499.5,15749380,0.788470983505249,1.17622745037079,1.20334935188293,0.518223702907562,0.106341920793056,0.0370704680681229,1.05755899623965,0.582765877246857,0.557688653469086,0.558490216732025,0.582320511341095,0.25410184264183,0.157463446259499,0.249239966273308,-0.245205104351044,0.00207940395921469,0.561821445054598,0.48467964069382,0.66022118102337,0.444047659635544,0.438915580511093,0.453414559364319,1.1465665102005
"54",2003,2284732.25,2259530.5,57.739699,24.1814804077148,1784.35,2.83731555938721,1684642.75,2264969,2275299.5,2269686,9373395,0.133136510848999,0.97003835439682,0.917162299156189,2838358,2045170.25,2888293,16112080,0.808535516262054,1.15397679805756,1.18628704547882,0.521400332450867,0.10400365293026,0.0373185016214848,0.88404792718493,0.732584357261658,0.695701897144318,0.697422444820404,0.590067565441132,0.255685716867447,0.152168482542038,0.270173877477646,-0.271372348070145,0.00327670504339039,0.696168394583207,0.588634781928726,0.873795370018609,0.487598180770874,0.482197612524033,0.559406995773315,1.31258630752563
"55",2004,2293892.25,2267869.5,58.176738,24.3187160491943,1783.56,2.85955357551575,1662871,2271439,2284857.75,2276071,9727717,0.135179221630096,0.933435559272766,0.877660512924194,2880195.75,2063966.75,2919316.5,16478216,0.82877504825592,1.14937150478363,1.17689645290375,0.520054519176483,0.102602563798428,0.0374326780438423,0.803921647747618,0.847831308841705,0.793401122093201,0.796464085578919,0.588213205337524,0.267376571893692,0.142375186085701,0.299530744552612,-0.303920269012451,0.00642453553155065,0.792258968991975,0.644674271004848,1.0774246577729,0.519249439239502,0.5131955742836,0.626909911632538,1.3753969669342
"56",2005,2294866.25,2324919,58.519693,24.4438152313232,1779.86,2.88196587562561,1684592.875,2325126,2322838.5,2325856,10431371,0.142299771308899,0.913413465023041,0.84534078836441,2902154.75,2086826.375,2942940,16845774,0.849291086196899,1.13820970058441,1.16600871086121,0.524599850177765,0.0974359661340714,0.0375255383551121,0.803800192161442,0.869861423969269,0.802889287471771,0.801847636699677,0.585957527160645,0.275396704673767,0.13833187520504,0.30997222661972,-0.315107941627502,0.00544962985441089,0.805638168966838,0.626753728462193,1.14190346676767,0.517372369766235,0.525313496589661,0.621096611022949,1.21143019199371
"57",2006,2399447,2398355.25,58.754433,24.9287929534912,1781.11,2.90455389022827,1742763.125,2430898.75,2411189.25,2405565.5,11578947,0.151877894997597,0.893255650997162,0.842232346534729,2954378.5,2104150.5,2995302.25,17223592,0.870467483997345,1.12840557098389,1.15573537349701,0.528624534606934,0.0948258340358734,0.0376374050974846,0.796432730949102,0.881721198558807,0.81228119134903,0.814180135726929,0.579218924045563,0.28605979681015,0.145252346992493,0.323610186576843,-0.339242160320282,0.00510086072608829,0.828024775541248,0.636418324297763,1.09584505477398,0.535669147968292,0.542846083641052,0.594192028045654,1.11537134647369
"58",2007,2536420,2541543,59.10872,25.2422790527344,1786.21,2.92731904983521,1812914.125,2547744.75,2539164,2537264.5,12565453,0.159840196371079,0.897695302963257,0.849759578704834,2997580,2123990.75,3033298.75,17600664,0.891801297664642,1.11813652515411,1.14303064346313,0.526659727096558,0.0935386866331101,0.0377790816128254,0.729672399984083,0.952774465084076,0.875297665596008,0.875952899456024,0.567342698574066,0.289615303277969,0.147172555327415,0.339003533124924,-0.345154017210007,0.00201989547349513,0.90494006569344,0.684152997770526,1.13717372813105,0.581299602985382,0.58464378118515,0.63111025094986,1.14547276496887
"59",2008,2593171.5,2595647.75,59.561684,25.296667098999,1775.38,2.95026254653931,1901296.375,2630112.75,2611084.75,2561956.5,13703698,0.169545203447342,0.87980329990387,0.857678651809692,2966910.75,2114162.25,2995077.75,17925170,0.909085869789124,1.09447944164276,1.11616885662079,0.53032511472702,0.088062085211277,0.0378613397479057,0.679922680042729,1.00054693222046,0.925863564014435,0.94361811876297,0.582076251506805,0.284476429224014,0.160050436854363,0.328396290540695,-0.355571448802948,0.000572014600038528,0.956753877211443,0.731033707172574,1.15981503905553,0.64421272277832,0.615834772586823,0.652578294277191,1.13780117034912
"60",2009,2540356.5,2504810.5,59.90401,24.8708839416504,1742.56,2.97338581085205,1897376.25,2558878,2543941.25,2496090.5,15243045,0.186690449714661,0.844441473484039,0.839716255664825,2809511.5,2092641.5,2869200.5,18134734,0.917656481266022,1.04746532440186,1.08065831661224,0.54403030872345,0.0769935920834541,0.0377271436154842,0.716957702016136,0.941898822784424,0.868528127670288,0.885177910327911,0.590690076351166,0.265015125274658,0.169449165463448,0.26779979467392,-0.291155874729157,-0.00179822160862386,0.900086920537997,0.658079796000284,1.08765278643284,0.607372939586639,0.57103431224823,0.574258267879486,0.908675372600555
"61",2010,2551757.25,2517896.25,60.164213,24.725757598877,1743.24,2.99669027328491,1958125.5,2603933.5,2557268.25,2493552.5,14392471,0.181403562426567,0.83526211977005,0.840112090110779,2852472,2105984.5,2917557.75,18345828,0.928188264369965,1.05659663677216,1.091756939888,0.540379881858826,0.077168881893158,0.0375201217830181,0.754308990105961,0.8875812292099,0.838760793209076,0.860192954540253,0.612188935279846,0.258991092443466,0.173086479306221,0.291124641895294,-0.335791647434235,0.000400473334593698,0.847845035612965,0.690734498933982,1.02812407576372,0.615757942199707,0.581621646881104,0.596037864685059,0.87128096818924
"62",2011,2636741,2623470.25,60.36788,24.7840538024902,1739.03,3.01423954963684,2015290.125,2685350,2649679,2582043.5,16139436,0.19915945827961,0.816105008125305,0.814392983913422,2872309.75,2096951.5,2903532.5,18537780,0.937608957290649,1.05570876598358,1.07809782028198,0.536399364471436,0.0766108930110931,0.0373934023082256,0.718413898653317,0.923445224761963,0.870661675930023,0.893468320369721,0.613500714302063,0.25950762629509,0.167001292109489,0.31159508228302,-0.353747189044952,0.00214244425296783,0.884364505332356,0.711908498815928,1.0670133323203,0.650051176548004,0.612005412578583,0.582542240619659,0.840011715888977
"63",2012,2570598,2562609,60.531515,24.7213363647461,1700.63,3.03189158439636,1940740.375,2551321.5,2579330,2519415.25,17104618,0.200978204607964,0.795877695083618,0.775233387947083,2782543.25,2027636.625,2734966.25,18640962,0.94109171628952,1.03151965141296,1.02425062656403,0.544031858444214,0.0712500065565109,0.0371873863041401,0.778338120416812,0.875003516674042,0.813362181186676,0.832704901695252,0.605502724647522,0.24235038459301,0.164811104536057,0.315040588378906,-0.332366973161697,0.0046621966175735,0.839009658566835,0.617434411487585,1.00724201644445,0.632466435432434,0.583970963954926,0.517567276954651,0.715641617774963
"64",2013,2491514,2481046.25,60.653868,24.2708969116211,1687.48,3.04964733123779,1859866.375,2426437.25,2484085.5,2431472.5,18357588,0.204441279172897,0.759085476398468,0.733852088451386,2731956,1987636.125,2662818.25,18689928,0.941281974315643,1.02386212348938,1.00815653800964,0.538000285625458,0.0720016732811928,0.0368709079921246,0.752945122701996,0.933977425098419,0.866808116436005,0.885564506053925,0.598879456520081,0.233015522360802,0.166034147143364,0.32539227604866,-0.328416168689728,0.00509471166878939,0.897993273650781,0.646313414730535,1.06377098034045,0.65471625328064,0.599848568439484,0.50024151802063,0.698323786258698
"65",2014,2467945.5,2476002.25,60.664171,24.2727642059326,1685.58,3.06750679016113,1824096.625,2391602.25,2460250,2415106.75,17747174,0.193098142743111,0.760480761528015,0.727501749992371,2731918,1989005.5,2668743.5,18728318,0.942577064037323,1.02057027816772,1.00716543197632,0.534724891185761,0.073613777756691,0.0366138108074665,0.752728196932603,0.954716920852661,0.883347392082214,0.899859011173248,0.589352905750275,0.234981551766396,0.165933191776276,0.328707456588745,-0.321110159158707,0.00213502114638686,0.923871432797489,0.653949117084446,1.06427221222138,0.665101706981659,0.608627557754517,0.518993735313416,0.722325384616852
"66",2015,2531386,2486019.25,60.575316,24.4325141906738,1688.08,3.08547067642212,1852594.75,2439391.5,2511019,2453912.75,18234838,0.19344936311245,0.753653764724731,0.722780764102936,2756113.75,2016121.375,2706628.75,18784350,0.946346700191498,1.02009105682373,1.01202011108398,0.536308705806732,0.0742088556289673,0.0365262366831303,0.901296423367096,0.79557192325592,0.734931886196137,0.752034902572632,0.590258002281189,0.239126950502396,0.164697453379631,0.30690136551857,-0.304552227258682,0.00356848118826747,0.77328458463037,0.543483465291321,0.875447263049531,0.606803119182587,0.549857437610626,0.424647897481918,0.590990841388702
"67",2016,2668154.75,2619778.25,60.478107,24.789379119873,1692.14,3.10353994369507,1917005.5,2556709.25,2640283.5,2596094.75,19393668,0.201343923807144,0.760622560977936,0.724222242832184,2790185.5,2034158.125,2750800.75,18867664,0.952797830104828,1.017045378685,1.01294302940369,0.527499735355377,0.0783410221338272,0.0366134569048882,0.903421436257263,0.778889238834381,0.714738130569458,0.726903796195984,0.577612578868866,0.246409982442856,0.160806342959404,0.297247409820557,-0.284586369991303,0.00251002400182188,0.754884217238844,0.52249594013897,0.865114663151715,0.598261713981628,0.550438225269318,0.401377439498901,0.573223948478699
"68",2017,2720887.25,2697447.25,60.390318,25.0916213989258,1690.7,3.12171483039856,1956236.25,2629097.5,2701963.25,2663735.5,19049328,0.198552399873734,0.76662665605545,0.728674590587616,2834931.5,2054348.625,2794749.75,18969476,0.960947930812836,1.01994824409485,1.01577413082123,0.530141055583954,0.0785825699567795,0.0368385687470436,0.885205508269372,0.79719740152359,0.72936624288559,0.73983359336853,0.574467897415161,0.252600610256195,0.159927919507027,0.304215788841248,-0.290856420993805,-0.00035579819814302,0.774467069311448,0.532158186986527,0.878845732125564,0.626185894012451,0.585446178913117,0.422806352376938,0.581849873065949
"69",2018,2726414.5,2698521.25,60.277499,25.3518619537354,1690.24,3.13999652862549,1952889,2646202.25,2709940.5,2671320.75,18893060,0.194023281335831,0.760494709014893,0.725168943405151,2858366.5,2062214.25,2823374,19090278,0.970523357391357,1.01500141620636,1.01282835006714,0.534897446632385,0.0776273906230927,0.0371374934911728,0.846772667108111,0.84914356470108,0.774716317653656,0.7859166264534,0.574275553226471,0.2595394551754,0.156781882047653,0.316485613584518,-0.30853682756424,0.00145431817509234,0.822520256049286,0.565073561422717,0.946661986933076,0.650442957878113,0.610993027687073,0.452489256858826,0.595063209533691
"70",2019,2854516,2823307.5,60.130136,25.50856590271,1680.49,3.15838503837585,2058397.375,2744361.75,2835247.25,2799146,18839938,0.189207941293716,0.79116553068161,0.746420562267304,2870633.5,2059777.75,2815600,19215658,0.979902505874634,1.01144313812256,1.00219750404358,0.537166178226471,0.0771398693323135,0.0374372489750385,0.893276257067409,0.769522905349731,0.712321221828461,0.721508204936981,0.579896628856659,0.245062008500099,0.155469596385956,0.309969276189804,-0.293179094791412,0.00278155924752355,0.743321604647216,0.540674223592082,0.867252870670293,0.613939344882965,0.577056467533112,0.435366898775101,0.561912834644318
"71",2020,2632202.25,2583660,59.912769,25.0176239013672,1513.93,3.17688131332397,1909414.625,2527090.5,2619078.5,2574953.5,19010734,0.182096913456917,0.774290323257446,0.728985369205475,2616059.5,1895790.5,2580843.25,19275626,0.982453048229218,0.980948805809021,0.977640092372894,0.538550138473511,0.0681667178869247,0.0375164113938808,0.875506396987998,0.78509509563446,0.728302359580994,0.740782737731934,0.567194700241089,0.239878475666046,0.174338921904564,0.289538621902466,-0.274363934993744,0.00341322808526456,0.755640454334542,0.552739816710655,0.880922808310383,0.626327216625214,0.575354099273682,0.441976577043533,0.573993682861328
"72",2021,2879634.5,2849701.25,59.72935,25.3115863800049,1653.03,3.20566248893738,1988678.75,2820854.5,2879634.5,2849701.25,19507172,0.183041006326675,0.775391042232513,0.725737392902374,2849701.25,1988678.75,2820854.5,19507172,1,1,1,0.530930161476135,0.0754395052790642,0.0377326086163521,0.84549413889045,0.832348823547363,0.756765365600586,0.764714479446411,0.535351276397705,0.292022079229355,0.162503927946091,0.314367085695267,-0.305207282304764,0.000962984573561698,0.804495155948861,0.576141001610628,0.924109778813763,0.64619767665863,0.616859674453735,0.466951459646225,0.580666244029999
"73",2022,2941964.75,2977718.75,59.619115,25.8017635345459,1691.25,3.23505067825317,2070302.875,3012519.25,2958696.25,2989869.5,19917532,0.186469420790672,0.787011504173279,0.743126332759857,2982547.75,2065671.625,2978772,19798390,1.02232313156128,1.00825369358063,1.01727497577667,0.518774628639221,0.0790380164980888,0.0383988618850708,0.949623753156941,0.782797634601593,0.710784673690796,0.703373849391937,0.536661446094513,0.315136313438416,0.155777752399445,0.351375252008438,-0.353658080101013,-0.00529268104583025,0.763874307068425,0.552552887402871,0.847989290435217,0.599068641662598,0.620855569839478,0.437479823827744,0.492393761873245
"74",2023,3032539.75,3004023,59.499453,26.2558193206787,1701.42,3.26506185531616,2089784.875,2986828.75,3023698.5,3000232.25,20274386,0.188093975186348,0.756977319717407,0.71515280008316,3003354.75,2090903.5,2987225.25,20148316,1.04687976837158,0.986916899681091,0.991654932498932,0.511646032333374,0.0841822028160095,0.0391637906432152,0.924839558470698,0.837074637413025,0.760969161987305,0.766921043395996,0.539031386375427,0.298991441726685,0.1575096398592,0.333993971347809,-0.329036474227905,-0.000489955011289567,0.825854363149085,0.583671049299601,0.875472832849944,0.660037875175476,0.640419542789459,0.45436704158783,0.499208331108093
