cluster,n_factors,feature,factor,loading
2,6,insurance_and_financial_services_percent_of_service_imports_bop,5,-0.11871378171576172
2,6,insurance_and_financial_services_percent_of_service_imports_bop,6,0.38878146913266554
2,6,imports_of_goods_services_and_primary_income_bop_current_usd,1,0.009308691321293588
2,6,imports_of_goods_services_and_primary_income_bop_current_usd,2,0.003816213029761073
2,6,imports_of_goods_services_and_primary_income_bop_current_usd,3,-0.07011646558746161
2,6,imports_of_goods_services_and_primary_income_bop_current_usd,4,1.3397756246918724
2,6,imports_of_goods_services_and_primary_income_bop_current_usd,5,0.12786317417250892
2,6,imports_of_goods_services_and_primary_income_bop_current_usd,6,0.12090078714565367
2,6,transport_services_percent_of_service_imports_bop,1,0.13644457483143418
2,6,transport_services_percent_of_service_imports_bop,2,0.014869602491882898
2,6,transport_services_percent_of_service_imports_bop,3,-0.03812412623158086
2,6,transport_services_percent_of_service_imports_bop,4,-0.18321942679120554
2,6,transport_services_percent_of_service_imports_bop,5,-0.045835066033894326
2,6,transport_services_percent_of_service_imports_bop,6,-0.01048174985547449
2,6,travel_services_percent_of_service_imports_bop,1,-0.07330724710751306
2,6,travel_services_percent_of_service_imports_bop,2,-0.01947108669345475
2,6,travel_services_percent_of_service_imports_bop,3,-0.1742136586375902
2,6,travel_services_percent_of_service_imports_bop,4,-0.08889253686594804
2,6,travel_services_percent_of_service_imports_bop,5,0.024603027193951594
2,6,travel_services_percent_of_service_imports_bop,6,-0.3336203174984112
2,6,foreign_direct_investment_net_outflows_bop_current_usd,1,-0.14648287980650124
2,6,foreign_direct_investment_net_outflows_bop_current_usd,2,-0.046731852093063055
2,6,foreign_direct_investment_net_outflows_bop_current_usd,3,0.12694346894520173
2,6,foreign_direct_investment_net_outflows_bop_current_usd,4,1.2901048368953558
2,6,foreign_direct_investment_net_outflows_bop_current_usd,5,-0.09635317973745033
2,6,foreign_direct_investment_net_outflows_bop_current_usd,6,-0.06480666409989846
2,6,foreign_direct_investment_net_outflows_percent_of_gdp,1,-0.1071429457142725
2,6,foreign_direct_investment_net_outflows_percent_of_gdp,2,-0.04648512964141438
2,6,foreign_direct_investment_net_outflows_percent_of_gdp,3,-0.11838560981430919
2,6,foreign_direct_investment_net_outflows_percent_of_gdp,4,0.40429424819836723
2,6,foreign_direct_investment_net_outflows_percent_of_gdp,5,0.15504699136884167
2,6,foreign_direct_investment_net_outflows_percent_of_gdp,6,0.09266468224129187
2,6,net_trade_in_goods_and_services_bop_current_usd,1,-0.004921123793797917
2,6,net_trade_in_goods_and_services_bop_current_usd,2,-0.01608764492400058
2,6,net_trade_in_goods_and_services_bop_current_usd,3,-0.02440860846506323
2,6,net_trade_in_goods_and_services_bop_current_usd,4,0.0943163938249173
2,6,net_trade_in_goods_and_services_bop_current_usd,5,1.4962098339995051
2,6,net_trade_in_goods_and_services_bop_current_usd,6,0.127753628581945
2,6,foreign_direct_investment_net_bop_current_usd,1,-0.1580450977874303
2,6,foreign_direct_investment_net_bop_current_usd,2,0.23460737920549196
2,6,foreign_direct_investment_net_bop_current_usd,3,0.35553594853271187
2,6,foreign_direct_investment_net_bop_current_usd,4,0.8975967818036348
2,6,foreign_direct_investment_net_bop_current_usd,5,0.05749386289185491
2,6,foreign_direct_investment_net_bop_current_usd,6,-0.03392040628908825
2,6,portfolio_investment_net_bop_current_usd,1,0.11792802819613316
2,6,portfolio_investment_net_bop_current_usd,2,0.21157355106805378
2,6,portfolio_investment_net_bop_current_usd,3,-0.4722087760711628
2,6,portfolio_investment_net_bop_current_usd,4,-0.48330829131896497
2,6,portfolio_investment_net_bop_current_usd,5,0.22237726096666105
2,6,portfolio_investment_net_bop_current_usd,6,-0.23468740983617561
2,6,exports_of_goods_and_services_bop_current_usd,1,0.020508292404180947
2,6,exports_of_goods_and_services_bop_current_usd,2,0.05148927228552476
2,6,exports_of_goods_and_services_bop_current_usd,3,-0.06926531805689996
2,6,exports_of_goods_and_services_bop_current_usd,4,1.2770402047849723
2,6,exports_of_goods_and_services_bop_current_usd,5,0.2572077522929885
2,6,exports_of_goods_and_services_bop_current_usd,6,0.03044364146871727
2,6,insurance_and_financial_services_percent_of_service_exports_bop,1,-0.05474801570783196
2,6,insurance_and_financial_services_percent_of_service_exports_bop,2,-0.08933924070806673
2,6,insurance_and_financial_services_percent_of_service_exports_bop,3,-0.023984537909732838
2,6,insurance_and_financial_services_percent_of_service_exports_bop,4,0.17252634215411145
2,6,insurance_and_financial_services_percent_of_service_exports_bop,5,0.07179675229244581
2,6,insurance_and_financial_services_percent_of_service_exports_bop,6,0.582063218943116
2,6,exports_of_goods_services_and_primary_income_bop_current_usd,1,-0.0063309802748038315
2,6,exports_of_goods_services_and_primary_income_bop_current_usd,2,0.0011701919761039799
2,6,exports_of_goods_services_and_primary_income_bop_current_usd,3,-0.01883676444078824
2,6,exports_of_goods_services_and_primary_income_bop_current_usd,4,1.3198481176238712
2,6,exports_of_goods_services_and_primary_income_bop_current_usd,5,0.21928869653690766
2,6,exports_of_goods_services_and_primary_income_bop_current_usd,6,0.09802843574286664
2,6,transport_services_percent_of_service_exports_bop,1,0.13762575126759283
2,6,transport_services_percent_of_service_exports_bop,2,0.14064448573988833
2,6,transport_services_percent_of_service_exports_bop,3,0.006742846514882442
2,6,transport_services_percent_of_service_exports_bop,4,-0.139221740415026
2,6,transport_services_percent_of_service_exports_bop,5,0.03274616138116585
2,6,transport_services_percent_of_service_exports_bop,6,0.12221926103361086
2,6,travel_services_percent_of_service_exports_bop,1,0.12843386475594262
2,6,travel_services_percent_of_service_exports_bop,2,-0.06465009346019283
2,6,travel_services_percent_of_service_exports_bop,3,-0.06709185401947669
2,6,travel_services_percent_of_service_exports_bop,4,-0.2720142596745771
2,6,travel_services_percent_of_service_exports_bop,5,-0.05237722634094802
2,6,travel_services_percent_of_service_exports_bop,6,-0.3506252654123716
2,6,foreign_direct_investment_net_inflows_bop_current_usd,1,-0.071475538096556
2,6,foreign_direct_investment_net_inflows_bop_current_usd,2,-0.14111913661284722
2,6,foreign_direct_investment_net_inflows_bop_current_usd,3,-0.26253578861780186
2,6,foreign_direct_investment_net_inflows_bop_current_usd,4,0.9787400294980132
2,6,foreign_direct_investment_net_inflows_bop_current_usd,5,-0.030822896468758285
2,6,foreign_direct_investment_net_inflows_bop_current_usd,6,0.1037219873425394
2,6,foreign_direct_investment_net_inflows_percent_of_gdp,1,-0.05394404509814623
2,6,foreign_direct_investment_net_inflows_percent_of_gdp,2,-0.0713855989073757
2,6,foreign_direct_investment_net_inflows_percent_of_gdp,3,-0.11962182528676289
2,6,foreign_direct_investment_net_inflows_percent_of_gdp,4,0.016703707348448973
2,6,foreign_direct_investment_net_inflows_percent_of_gdp,5,-0.0014844018010142413
2,6,foreign_direct_investment_net_inflows_percent_of_gdp,6,0.34931030596153845
2,6,short_term_debt_percent_of_exports_of_goods_services_and_primary_income,1,0.28380332935400887
2,6,short_term_debt_percent_of_exports_of_goods_services_and_primary_income,2,-0.003362915424811314
2,6,short_term_debt_percent_of_exports_of_goods_services_and_primary_income,3,-0.009302097545614995
2,6,short_term_debt_percent_of_exports_of_goods_services_and_primary_income,4,0.00439935344903365
2,6,short_term_debt_percent_of_exports_of_goods_services_and_primary_income,5,-0.03471346328237188
2,6,short_term_debt_percent_of_exports_of_goods_services_and_primary_income,6,-0.02152399135098613
2,6,net_oda_received_percent_of_imports_of_goods_services_and_primary_income,1,-0.07392580232815127
2,6,net_oda_received_percent_of_imports_of_goods_services_and_primary_income,2,0.0011919164775528752
2,6,net_oda_received_percent_of_imports_of_goods_services_and_primary_income,3,0.005495698355092666
2,6,net_oda_received_percent_of_imports_of_goods_services_and_primary_income,4,0.011756329552006752
2,6,net_oda_received_percent_of_imports_of_goods_services_and_primary_income,5,0.012916035328400298
2,6,net_oda_received_percent_of_imports_of_goods_services_and_primary_income,6,0.016682612924661302
2,6,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,1,0.1545136416649874
2,6,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,2,-0.001830902794839303
2,6,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,3,-0.005064426024062114
2,6,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,4,0.0023951802254359627
2,6,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,5,-0.01889936823071079
2,6,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,6,-0.0117185034241022
2,6,debt_service_ppg_and_imf_only_percent_of_exports_of_goods_services_and_primary_income,1,-0.014058168581637612
2,6,debt_service_ppg_and_imf_only_percent_of_exports_of_goods_services_and_primary_income,2,-0.0007953226054337657
2,6,debt_service_ppg_and_imf_only_percent_of_exports_of_goods_services_and_primary_income,3,0.005756394214241392
2,6,debt_service_ppg_and_imf_only_percent_of_exports_of_goods_services_and_primary_income,4,0.008821753587294803
2,6,debt_service_ppg_and_imf_only_percent_of_exports_of_goods_services_and_primary_income,5,0.0044011497241064155
2,6,debt_service_ppg_and_imf_only_percent_of_exports_of_goods_services_and_primary_income,6,0.009701003132507777
2,6,public_and_publicly_guaranteed_debt_service_percent_of_exports_of_goods_services_and_primary_income,1,0.01914549077469329
2,6,public_and_publicly_guaranteed_debt_service_percent_of_exports_of_goods_services_and_primary_income,2,-0.000226863674884825
2,6,public_and_publicly_guaranteed_debt_service_percent_of_exports_of_goods_services_and_primary_income,3,-0.0006275233738456963
2,6,public_and_publicly_guaranteed_debt_service_percent_of_exports_of_goods_services_and_primary_income,4,0.0002967822155744527
2,6,public_and_publicly_guaranteed_debt_service_percent_of_exports_of_goods_services_and_primary_income,5,-0.002341784687808552
2,6,public_and_publicly_guaranteed_debt_service_percent_of_exports_of_goods_services_and_primary_income,6,-0.0014520174191855796
2,6,inflation_consumer_prices_annual_percent,1,0.616354229343505
2,6,inflation_consumer_prices_annual_percent,2,-0.027510131203183456
2,6,inflation_consumer_prices_annual_percent,3,-0.06812791439377104
2,6,inflation_consumer_prices_annual_percent,4,-0.034417352937256146
2,6,inflation_consumer_prices_annual_percent,5,-0.1302517378619605
2,6,inflation_consumer_prices_annual_percent,6,-0.013298691289842322
2,6,net_investment_in_nonfinancial_assets_current_lcu,1,0.018535278671490286
2,6,net_investment_in_nonfinancial_assets_current_lcu,2,0.007274434751735706
2,6,net_investment_in_nonfinancial_assets_current_lcu,3,0.0497069739742916
2,6,net_investment_in_nonfinancial_assets_current_lcu,4,-0.016718043715535126
2,6,net_investment_in_nonfinancial_assets_current_lcu,5,-0.020980188949377376
2,6,net_investment_in_nonfinancial_assets_current_lcu,6,0.022337120188292016
2,6,net_investment_in_nonfinancial_assets_percent_of_gdp,1,-0.012348712569697235
2,6,net_investment_in_nonfinancial_assets_percent_of_gdp,2,-0.10753005718110312
2,6,net_investment_in_nonfinancial_assets_percent_of_gdp,3,0.12094299205059286
2,6,net_investment_in_nonfinancial_assets_percent_of_gdp,4,-0.26185908776685957
2,6,net_investment_in_nonfinancial_assets_percent_of_gdp,5,-0.13800247541721156
2,6,net_investment_in_nonfinancial_assets_percent_of_gdp,6,0.08840806391897545
2,6,taxes_on_goods_and_services_current_lcu,1,0.001160861431982708
2,6,taxes_on_goods_and_services_current_lcu,2,1.074673488605241
2,6,taxes_on_goods_and_services_current_lcu,3,-0.017234375036811127
2,6,taxes_on_goods_and_services_current_lcu,4,0.15195019829673403
2,6,taxes_on_goods_and_services_current_lcu,5,-0.04149283207544875
2,6,taxes_on_goods_and_services_current_lcu,6,-0.039999772582744154
2,6,taxes_on_goods_and_services_percent_of_revenue,1,0.09121323461806254
2,6,taxes_on_goods_and_services_percent_of_revenue,2,-0.16728642897863588
2,6,taxes_on_goods_and_services_percent_of_revenue,3,0.11207325469457799
2,6,taxes_on_goods_and_services_percent_of_revenue,4,-0.39882074992700756
2,6,taxes_on_goods_and_services_percent_of_revenue,5,-0.33411691000616894
2,6,taxes_on_goods_and_services_percent_of_revenue,6,0.08790724030796836
2,6,taxes_on_goods_and_services_percent_value_added_of_industry_and_services,1,-0.023360603071162743
2,6,taxes_on_goods_and_services_percent_value_added_of_industry_and_services,2,-0.1979597855193512
2,6,taxes_on_goods_and_services_percent_value_added_of_industry_and_services,3,-0.04354387478841355
2,6,taxes_on_goods_and_services_percent_value_added_of_industry_and_services,4,-0.34297433330183336
2,6,taxes_on_goods_and_services_percent_value_added_of_industry_and_services,5,-0.54356626403229
2,6,taxes_on_goods_and_services_percent_value_added_of_industry_and_services,6,0.0714635547553727
2,6,goods_and_services_expense_current_lcu,1,0.002305535839002668
2,6,goods_and_services_expense_current_lcu,2,0.9327318343783548
2,6,goods_and_services_expense_current_lcu,3,0.006121351731383327
2,6,goods_and_services_expense_current_lcu,4,0.10601942132131552
2,6,goods_and_services_expense_current_lcu,5,-0.04745819053670487
2,6,goods_and_services_expense_current_lcu,6,-0.03881421885841999
2,6,goods_and_services_expense_percent_of_expense,1,0.0047119489395327195
2,6,goods_and_services_expense_percent_of_expense,2,0.03990034735007527
2,6,goods_and_services_expense_percent_of_expense,3,0.2168426364281355
2,6,goods_and_services_expense_percent_of_expense,4,-0.24292760896506418
2,6,goods_and_services_expense_percent_of_expense,5,0.26072147575954924
2,6,goods_and_services_expense_percent_of_expense,6,0.11580846568971784
2,6,statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,1,0.019261655600151723
2,6,statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,2,0.030168784614966568
2,6,statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,-0.028686490220490326
2,6,statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,4,0.256013820001391
2,6,statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,5,0.05845184706573686
2,6,statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,6,0.08160903954436792
2,6,logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,1,-0.009618268331371143
2,6,logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,-0.01673491236001252
2,6,logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,3,-0.01716648654533264
2,6,logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,4,0.5179751299280857
2,6,logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,5,0.10220153538954294
2,6,logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,6,0.1633101619976248
2,6,exports_of_goods_and_services_current_usd,1,0.0196927097995848
2,6,exports_of_goods_and_services_current_usd,2,0.04678095391298872
2,6,exports_of_goods_and_services_current_usd,3,-0.07524849223018308
2,6,exports_of_goods_and_services_current_usd,4,1.246217090516557
2,6,exports_of_goods_and_services_current_usd,5,0.24173055825874387
2,6,exports_of_goods_and_services_current_usd,6,0.05496985172185631
2,6,exports_of_goods_and_services_current_lcu,1,-0.005459746407191908
2,6,exports_of_goods_and_services_current_lcu,2,0.2836347862490161
2,6,exports_of_goods_and_services_current_lcu,3,0.019282473037205587
2,6,exports_of_goods_and_services_current_lcu,4,0.053686506619669415
2,6,exports_of_goods_and_services_current_lcu,5,-0.018638546241164688
2,6,exports_of_goods_and_services_current_lcu,6,-0.013871286143010381
2,6,exports_of_goods_and_services_constant_2015_usd,1,0.038222033263276486
2,6,exports_of_goods_and_services_constant_2015_usd,2,0.14749725123050675
2,6,exports_of_goods_and_services_constant_2015_usd,3,0.010558729165718954
2,6,exports_of_goods_and_services_constant_2015_usd,4,1.3880636007361624
2,6,exports_of_goods_and_services_constant_2015_usd,5,0.12762580238684756
2,6,exports_of_goods_and_services_constant_2015_usd,6,0.13504558888065027
2,6,exports_of_goods_and_services_annual_percent_growth,1,-0.0029377957294993346
2,6,exports_of_goods_and_services_annual_percent_growth,2,-0.026990882933130317
2,6,exports_of_goods_and_services_annual_percent_growth,3,0.0004756259857864983
2,6,exports_of_goods_and_services_annual_percent_growth,4,-0.10292990222354532
2,6,exports_of_goods_and_services_annual_percent_growth,5,-0.002349210706561843
2,6,exports_of_goods_and_services_annual_percent_growth,6,-0.14933118163092934
2,6,exports_of_goods_and_services_constant_lcu,1,-0.008918806434805047
2,6,exports_of_goods_and_services_constant_lcu,2,0.3643748943027389
2,6,exports_of_goods_and_services_constant_lcu,3,0.02659240994811173
2,6,exports_of_goods_and_services_constant_lcu,4,0.06987487380816888
2,6,exports_of_goods_and_services_constant_lcu,5,-0.024617932002597
2,6,exports_of_goods_and_services_constant_lcu,6,-0.01754092521986617
2,6,exports_of_goods_and_services_percent_of_gdp,1,-0.004451858922316534
2,6,exports_of_goods_and_services_percent_of_gdp,2,-0.03184294587408916
2,6,exports_of_goods_and_services_percent_of_gdp,3,0.024727750499606904
2,6,exports_of_goods_and_services_percent_of_gdp,4,-0.08566258184343778
2,6,exports_of_goods_and_services_percent_of_gdp,5,0.32740822978723183
2,6,exports_of_goods_and_services_percent_of_gdp,6,1.1977863024922228
2,6,imports_of_goods_and_services_current_usd,1,0.0187549005796042
2,6,imports_of_goods_and_services_current_usd,2,0.05268213136766628
2,6,imports_of_goods_and_services_current_usd,3,-0.06297847081877399
2,6,imports_of_goods_and_services_current_usd,4,1.2997334255897461
2,6,imports_of_goods_and_services_current_usd,5,0.02476217397838015
2,6,imports_of_goods_and_services_current_usd,6,0.032670719384608526
2,6,imports_of_goods_and_services_current_lcu,1,-0.006422663491452395
2,6,imports_of_goods_and_services_current_lcu,2,0.32660335190281203
2,6,imports_of_goods_and_services_current_lcu,3,0.028027257156124617
2,6,imports_of_goods_and_services_current_lcu,4,0.06412668971757035
2,6,imports_of_goods_and_services_current_lcu,5,-0.02407588413263839
2,6,imports_of_goods_and_services_current_lcu,6,-0.01632403030984107
2,6,imports_of_goods_and_services_constant_2015_usd,1,-0.00345706256369681
2,6,imports_of_goods_and_services_constant_2015_usd,2,0.08319111681529587
2,6,imports_of_goods_and_services_constant_2015_usd,3,-0.017080863520770664
2,6,imports_of_goods_and_services_constant_2015_usd,4,1.4087448794733288
2,6,imports_of_goods_and_services_constant_2015_usd,5,-0.005023719370731304
2,6,imports_of_goods_and_services_constant_2015_usd,6,0.07661217488890423
2,6,imports_of_goods_and_services_annual_percent_growth,1,-0.03159891363469792
2,6,imports_of_goods_and_services_annual_percent_growth,2,-0.06148611037238188
2,6,imports_of_goods_and_services_annual_percent_growth,3,0.04414574079373458
2,6,imports_of_goods_and_services_annual_percent_growth,4,-0.18866990113984655
2,6,imports_of_goods_and_services_annual_percent_growth,5,0.03722036848956594
2,6,imports_of_goods_and_services_annual_percent_growth,6,-0.2019598534242865
2,6,imports_of_goods_and_services_constant_lcu,1,-0.00960627008249432
2,6,imports_of_goods_and_services_constant_lcu,2,0.38075597420085516
2,6,imports_of_goods_and_services_constant_lcu,3,0.032173603627414615
2,6,imports_of_goods_and_services_constant_lcu,4,0.0746467063425034
2,6,imports_of_goods_and_services_constant_lcu,5,-0.027539358615851845
2,6,imports_of_goods_and_services_constant_lcu,6,-0.01838372728360979
2,6,imports_of_goods_and_services_percent_of_gdp,1,-0.008361110963635726
2,6,imports_of_goods_and_services_percent_of_gdp,2,-0.023219094955440004
2,6,imports_of_goods_and_services_percent_of_gdp,3,-0.03583975707828837
2,6,imports_of_goods_and_services_percent_of_gdp,4,-0.08625645729971422
2,6,imports_of_goods_and_services_percent_of_gdp,5,0.06114670190035766
2,6,imports_of_goods_and_services_percent_of_gdp,6,1.2288145582497825
2,6,external_balance_on_goods_and_services_current_usd,1,0.002435575246308218
2,6,external_balance_on_goods_and_services_current_usd,2,-0.04209548491597981
2,6,external_balance_on_goods_and_services_current_usd,3,0.011916078974064586
2,6,external_balance_on_goods_and_services_current_usd,4,0.06183650627627827
2,6,external_balance_on_goods_and_services_current_usd,5,1.4718137168647791
2,6,external_balance_on_goods_and_services_current_usd,6,0.14104347798738193
2,6,external_balance_on_goods_and_services_current_lcu,1,0.001423388651014581
2,6,external_balance_on_goods_and_services_current_lcu,2,0.0038208194267873178
2,6,external_balance_on_goods_and_services_current_lcu,3,-0.06419540798913037
2,6,external_balance_on_goods_and_services_current_lcu,4,-0.024835302119545842
2,6,external_balance_on_goods_and_services_current_lcu,5,0.02867181063198234
2,6,external_balance_on_goods_and_services_current_lcu,6,0.0036828407255239722
2,6,external_balance_on_goods_and_services_constant_lcu,1,-0.01998463656175984
2,6,external_balance_on_goods_and_services_constant_lcu,2,1.0756713896293268
2,6,external_balance_on_goods_and_services_constant_lcu,3,-0.020099684140940963
2,6,external_balance_on_goods_and_services_constant_lcu,4,0.16940530995298145
2,6,external_balance_on_goods_and_services_constant_lcu,5,-0.034345188949598864
2,6,external_balance_on_goods_and_services_constant_lcu,6,-0.049564563911568736
2,6,external_balance_on_goods_and_services_percent_of_gdp,1,0.0029488511312722415
2,6,external_balance_on_goods_and_services_percent_of_gdp,2,-0.017463543420469
2,6,external_balance_on_goods_and_services_percent_of_gdp,3,0.11056731466519487
2,6,external_balance_on_goods_and_services_percent_of_gdp,4,-0.05185711600731083
2,6,external_balance_on_goods_and_services_percent_of_gdp,5,0.4847249585001504
2,6,external_balance_on_goods_and_services_percent_of_gdp,6,0.1822398987287307
2,6,services_value_added_per_worker_constant_2015_usd,1,-0.031965444863413864
2,6,services_value_added_per_worker_constant_2015_usd,2,-0.040063113929923753
2,6,services_value_added_per_worker_constant_2015_usd,3,-0.025855033904383443
2,6,services_value_added_per_worker_constant_2015_usd,4,0.21567750025185076
2,6,services_value_added_per_worker_constant_2015_usd,5,0.1385393507390593
2,6,services_value_added_per_worker_constant_2015_usd,6,0.08328795324918137
2,6,services_value_added_current_usd,1,-0.04533055018620113
2,6,services_value_added_current_usd,2,-0.009564206366599999
2,6,services_value_added_current_usd,3,0.165934094708615
2,6,services_value_added_current_usd,4,1.3374847151128653
2,6,services_value_added_current_usd,5,-0.23439056841413528
2,6,services_value_added_current_usd,6,-0.3266055473528463
2,6,services_value_added_current_lcu,1,-0.011200635908852806
2,6,services_value_added_current_lcu,2,0.4168113846866455
2,6,services_value_added_current_lcu,3,0.09167169890062131
2,6,services_value_added_current_lcu,4,0.10580319904776553
2,6,services_value_added_current_lcu,5,-0.051966207390532544
2,6,services_value_added_current_lcu,6,-0.029715861954857484
2,6,services_value_added_constant_2015_usd,1,0.019959259056183187
2,6,services_value_added_constant_2015_usd,2,-0.011808048534263307
2,6,services_value_added_constant_2015_usd,3,0.08186656824442938
2,6,services_value_added_constant_2015_usd,4,1.389417709673374
2,6,services_value_added_constant_2015_usd,5,-0.26861244647075405
2,6,services_value_added_constant_2015_usd,6,-0.3934564079392254
2,6,services_value_added_annual_percent_growth,1,0.1424299532216943
2,6,services_value_added_annual_percent_growth,2,-0.045096250075326395
2,6,services_value_added_annual_percent_growth,3,-0.047294902109767036
2,6,services_value_added_annual_percent_growth,4,-0.17450917369988644
2,6,services_value_added_annual_percent_growth,5,-0.0021943375707622376
2,6,services_value_added_annual_percent_growth,6,-0.3649079454471367
2,6,services_value_added_constant_lcu,1,-0.01964224512061375
2,6,services_value_added_constant_lcu,2,0.6040314246574637
2,6,services_value_added_constant_lcu,3,0.14100474528193954
2,6,services_value_added_constant_lcu,4,0.15701384155585643
2,6,services_value_added_constant_lcu,5,-0.07794401788301612
2,6,services_value_added_constant_lcu,6,-0.04383143186651396
2,6,services_value_added_percent_of_gdp,1,-0.12504786517556607
2,6,services_value_added_percent_of_gdp,2,-0.07513419265416213
2,6,services_value_added_percent_of_gdp,3,-0.07759191259684871
2,6,services_value_added_percent_of_gdp,4,0.17872118582099877
2,6,services_value_added_percent_of_gdp,5,-0.287158621933139
2,6,services_value_added_percent_of_gdp,6,0.3737883839742348
2,6,inflation_gdp_deflator_annual_percent,1,0.6267395256313767
2,6,inflation_gdp_deflator_annual_percent,2,-0.03732895040198865
2,6,inflation_gdp_deflator_annual_percent,3,-0.002820184236998288
2,6,inflation_gdp_deflator_annual_percent,4,-0.08808719321519314
2,6,inflation_gdp_deflator_annual_percent,5,0.05410562608091777
2,6,inflation_gdp_deflator_annual_percent,6,-0.07228207999493821
2,6,inflation_gdp_deflator_linked_series_annual_percent,1,0.6264894216827043
2,6,inflation_gdp_deflator_linked_series_annual_percent,2,-0.036754707202569015
2,6,inflation_gdp_deflator_linked_series_annual_percent,3,-0.003365320354334846
2,6,inflation_gdp_deflator_linked_series_annual_percent,4,-0.08926345172780313
2,6,inflation_gdp_deflator_linked_series_annual_percent,5,0.04948273419435984
2,6,inflation_gdp_deflator_linked_series_annual_percent,6,-0.07331612781753348
3,9,trade_in_services_percent_of_gdp,1,-0.09366481991314819
3,9,trade_in_services_percent_of_gdp,2,-0.1102824510742979
3,9,trade_in_services_percent_of_gdp,3,-0.2116554715701607
3,9,trade_in_services_percent_of_gdp,4,-0.029821935981474094
3,9,trade_in_services_percent_of_gdp,5,0.24712386172350762
3,9,trade_in_services_percent_of_gdp,6,-0.038647741095773576
3,9,trade_in_services_percent_of_gdp,7,-0.0716052796984468
3,9,trade_in_services_percent_of_gdp,8,-0.10417805555136489
3,9,trade_in_services_percent_of_gdp,9,-0.16725928813177013
3,9,imports_of_goods_and_services_bop_current_usd,1,-0.020121205169643757
3,9,imports_of_goods_and_services_bop_current_usd,2,0.06835915597163737
3,9,imports_of_goods_and_services_bop_current_usd,3,0.8682515675367171
3,9,imports_of_goods_and_services_bop_current_usd,4,-0.005720528463928398
3,9,imports_of_goods_and_services_bop_current_usd,5,-0.005163928672820559
3,9,imports_of_goods_and_services_bop_current_usd,6,0.022925167126422116
3,9,imports_of_goods_and_services_bop_current_usd,7,0.03830426564432121
3,9,imports_of_goods_and_services_bop_current_usd,8,-0.05106124232949777
3,9,imports_of_goods_and_services_bop_current_usd,9,0.020315518731018865
3,9,insurance_and_financial_services_percent_of_service_imports_bop,1,0.025765920835048545
3,9,insurance_and_financial_services_percent_of_service_imports_bop,2,0.01525226820721293
3,9,insurance_and_financial_services_percent_of_service_imports_bop,3,0.10973705496429927
3,9,insurance_and_financial_services_percent_of_service_imports_bop,4,-0.10379942272439212
3,9,insurance_and_financial_services_percent_of_service_imports_bop,5,-0.009070604097674809
3,9,insurance_and_financial_services_percent_of_service_imports_bop,6,0.05224398822936891
3,9,insurance_and_financial_services_percent_of_service_imports_bop,7,-0.09810082772939523
3,9,insurance_and_financial_services_percent_of_service_imports_bop,8,0.1537485182860693
3,9,insurance_and_financial_services_percent_of_service_imports_bop,9,-0.009639726250798451
3,9,imports_of_goods_services_and_primary_income_bop_current_usd,1,-0.018175382385284482
3,9,imports_of_goods_services_and_primary_income_bop_current_usd,2,0.06247073813204477
3,9,imports_of_goods_services_and_primary_income_bop_current_usd,3,0.8264798543536327
3,9,imports_of_goods_services_and_primary_income_bop_current_usd,4,0.009108074960871527
3,9,imports_of_goods_services_and_primary_income_bop_current_usd,5,-0.006428182321210754
3,9,imports_of_goods_services_and_primary_income_bop_current_usd,6,0.02393095626152755
3,9,imports_of_goods_services_and_primary_income_bop_current_usd,7,0.03214773311462857
3,9,imports_of_goods_services_and_primary_income_bop_current_usd,8,-0.0449585788191668
3,9,imports_of_goods_services_and_primary_income_bop_current_usd,9,0.022167876202992674
3,9,transport_services_percent_of_service_imports_bop,1,-0.12078349294896713
3,9,transport_services_percent_of_service_imports_bop,2,-0.02369238495891473
3,9,transport_services_percent_of_service_imports_bop,3,-0.061436964550045006
3,9,transport_services_percent_of_service_imports_bop,4,-0.029829647992166385
3,9,transport_services_percent_of_service_imports_bop,5,0.03376854646351542
3,9,transport_services_percent_of_service_imports_bop,6,-0.10294863944916352
3,9,transport_services_percent_of_service_imports_bop,7,0.03430546216074919
3,9,transport_services_percent_of_service_imports_bop,8,0.19953034953933865
3,9,transport_services_percent_of_service_imports_bop,9,0.03674405391186103
