country_name,iso3_country_code,world_bank_region,world_bank_income_group,observation_year,cluster,n_factors,factor,score
American Samoa,ASM,East Asia & Pacific,High income,2022,3,9,3,-0.22455807609856127
American Samoa,ASM,East Asia & Pacific,High income,2022,3,9,4,-0.0044244913087808195
American Samoa,ASM,East Asia & Pacific,High income,2022,3,9,5,-0.09461919088716991
American Samoa,ASM,East Asia & Pacific,High income,2022,3,9,6,-0.4032599193958704
American Samoa,ASM,East Asia & Pacific,High income,2022,3,9,7,-0.1021348211179519
American Samoa,ASM,East Asia & Pacific,High income,2022,3,9,8,-0.24192217919375614
American Samoa,ASM,East Asia & Pacific,High income,2022,3,9,9,-0.24302054574452123
Andorra,AND,Europe & Central Asia,High income,2022,3,9,1,-0.43746716172840927
Andorra,AND,Europe & Central Asia,High income,2022,3,9,2,-0.1708850011779615
Andorra,AND,Europe & Central Asia,High income,2022,3,9,3,-0.3140023252966732
Andorra,AND,Europe & Central Asia,High income,2022,3,9,4,0.014368552738329954
Andorra,AND,Europe & Central Asia,High income,2022,3,9,5,0.23848139925428016
Andorra,AND,Europe & Central Asia,High income,2022,3,9,6,0.04088207463854429
Andorra,AND,Europe & Central Asia,High income,2022,3,9,7,-0.10721302658634416
Andorra,AND,Europe & Central Asia,High income,2022,3,9,8,-0.2655360618620952
Andorra,AND,Europe & Central Asia,High income,2022,3,9,9,-0.26446565099444275
Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,3,9,1,0.33252012603167147
Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,3,9,2,-0.12971021993928894
Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,3,9,3,-0.09018820315564949
Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,3,9,4,0.7318317342122016
Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,3,9,5,-0.8966768174528961
Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,3,9,6,0.03802103768434691
Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,3,9,7,-0.5529689537610508
Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,3,9,8,2.3243325597378663
Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,3,9,9,0.9335596748149019
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,3,9,1,-0.29485637951751315
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,3,9,2,-0.17134513130476736
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,3,9,3,-0.3216859622710022
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,3,9,4,0.015750529217764857
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,3,9,5,0.13360498665684947
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,3,9,6,0.03233224327497544
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,3,9,7,-0.1213635715028202
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,3,9,8,-0.2647641883842618
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,3,9,9,-0.259974275240899
Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,3,9,1,3.3065126604457262
Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,3,9,2,-0.1710442279917237
Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,3,9,3,0.2457926692950477
Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,3,9,4,0.07573944102286724
Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,3,9,5,-1.7608235463943287
Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,3,9,6,0.003644389877224116
Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,3,9,7,0.9589345558249391
Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,3,9,8,2.0846038176354824
Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,3,9,9,-0.16329343683326633
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,3,9,1,-0.24230171800579767
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,3,9,2,-0.1672016616600555
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,3,9,3,-0.2927514470115367
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,3,9,4,0.0039085719085324745
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,3,9,5,-0.03281432208921482
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,3,9,6,-0.2552943485800413
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,3,9,7,-0.1222089047036049
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,3,9,8,-0.6360577956328721
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,3,9,9,-0.07261770797327753
Aruba,ABW,Latin America & Caribbean,High income,2022,3,9,1,-0.43580285501422367
Aruba,ABW,Latin America & Caribbean,High income,2022,3,9,2,-0.17116269294590078
Aruba,ABW,Latin America & Caribbean,High income,2022,3,9,3,-0.3200959403874983
Aruba,ABW,Latin America & Caribbean,High income,2022,3,9,4,0.029808702109097026
Aruba,ABW,Latin America & Caribbean,High income,2022,3,9,5,0.22811878426017415
Aruba,ABW,Latin America & Caribbean,High income,2022,3,9,6,0.0580116031980158
Aruba,ABW,Latin America & Caribbean,High income,2022,3,9,7,-0.12378552231249577
Aruba,ABW,Latin America & Caribbean,High income,2022,3,9,8,-0.2891303767277897
Aruba,ABW,Latin America & Caribbean,High income,2022,3,9,9,-0.2672616487167779
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2022,3,9,1,1.3979127975937558
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2022,3,9,2,-0.18268644496519357
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2022,3,9,3,-0.24967954131404443
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2022,3,9,4,0.6818573539728147
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2022,3,9,5,-1.0604294836885122
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2022,3,9,6,0.10844046929672473
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2022,3,9,7,-0.44937107937521753
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2022,3,9,8,-0.9987856406957106
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2022,3,9,9,-0.10047566740790038
Belarus,BLR,Europe & Central Asia,Upper middle income,2022,3,9,1,0.17455198682334674
Belarus,BLR,Europe & Central Asia,Upper middle income,2022,3,9,2,-0.17285808635857242
Belarus,BLR,Europe & Central Asia,Upper middle income,2022,3,9,3,-0.13197151006093025
Belarus,BLR,Europe & Central Asia,Upper middle income,2022,3,9,4,0.1355733812096074
Belarus,BLR,Europe & Central Asia,Upper middle income,2022,3,9,5,-0.1614865882368174
Belarus,BLR,Europe & Central Asia,Upper middle income,2022,3,9,6,0.024230687924261217
Belarus,BLR,Europe & Central Asia,Upper middle income,2022,3,9,7,-0.22475540188631543
Belarus,BLR,Europe & Central Asia,Upper middle income,2022,3,9,8,0.0646553498194923
Belarus,BLR,Europe & Central Asia,Upper middle income,2022,3,9,9,-0.22924574606973225
Belize,BLZ,Latin America & Caribbean,Upper middle income,2022,3,9,1,-0.27252866701616213
Belize,BLZ,Latin America & Caribbean,Upper middle income,2022,3,9,2,-0.1739434394175595
Belize,BLZ,Latin America & Caribbean,Upper middle income,2022,3,9,3,-0.31644919599563587
Belize,BLZ,Latin America & Caribbean,Upper middle income,2022,3,9,4,0.014780773416609909
Belize,BLZ,Latin America & Caribbean,Upper middle income,2022,3,9,5,0.10100138045080935
Belize,BLZ,Latin America & Caribbean,Upper middle income,2022,3,9,6,-0.24604870246897736
Belize,BLZ,Latin America & Caribbean,Upper middle income,2022,3,9,7,-0.12367233627438735
Belize,BLZ,Latin America & Caribbean,Upper middle income,2022,3,9,8,-0.4889394922414342
Belize,BLZ,Latin America & Caribbean,Upper middle income,2022,3,9,9,-0.20825638335601762
Bermuda,BMU,North America,High income,2022,3,9,1,-0.5980447203487936
Bermuda,BMU,North America,High income,2022,3,9,2,-0.17004986459551139
Bermuda,BMU,North America,High income,2022,3,9,3,-0.3135163761191222
Bermuda,BMU,North America,High income,2022,3,9,4,0.06528145169933458
Bermuda,BMU,North America,High income,2022,3,9,5,0.3220122192566116
Bermuda,BMU,North America,High income,2022,3,9,6,-0.14692239995667025
Bermuda,BMU,North America,High income,2022,3,9,7,-0.11995239376653073
Bermuda,BMU,North America,High income,2022,3,9,8,-0.23843019945087246
Bermuda,BMU,North America,High income,2022,3,9,9,-0.22488240543078164
Bhutan,BTN,South Asia,Lower middle income,2022,3,9,1,-0.3047344889585906
Bhutan,BTN,South Asia,Lower middle income,2022,3,9,2,-0.1513161789551594
Bhutan,BTN,South Asia,Lower middle income,2022,3,9,3,-0.1928155605008526
Bhutan,BTN,South Asia,Lower middle income,2022,3,9,4,0.08888211524268302
Bhutan,BTN,South Asia,Lower middle income,2022,3,9,5,0.2790419427460778
Bhutan,BTN,South Asia,Lower middle income,2022,3,9,6,-0.15763350059129333
Bhutan,BTN,South Asia,Lower middle income,2022,3,9,7,-0.23457638415645088
Bhutan,BTN,South Asia,Lower middle income,2022,3,9,8,1.9070867095788397
Bhutan,BTN,South Asia,Lower middle income,2022,3,9,9,-0.3104771937809436
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,3,9,1,-0.016244382334060153
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,3,9,2,-0.17921385055629266
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,3,9,3,-0.2718371874695236
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,3,9,4,-0.10711420971251537
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,3,9,5,-0.058750727223827875
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,3,9,6,-0.2975017497084811
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,3,9,7,-0.060713941859144076
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,3,9,8,-0.7501764349489158
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,3,9,9,-0.21906295495077238
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,3,9,1,0.1270265158516746
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,3,9,2,-0.183323006083223
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,3,9,3,-0.32182464483924167
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,3,9,4,-0.023942311407388842
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,3,9,5,-0.199973440959419
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,3,9,6,-0.29375042413962704
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,3,9,7,-0.06947443747349266
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,3,9,8,-1.2699111237536815
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,3,9,9,-0.1762881028772232
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,3,9,1,-0.0801624351129548
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,3,9,2,-0.19443151162117708
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,3,9,3,1.1695859052148376
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,3,9,4,-0.10808253578296502
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,3,9,5,-0.07209914473250904
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,3,9,6,1.6653299878046468
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,3,9,7,4.17561162789145
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,3,9,8,0.4436296067346043
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,3,9,9,-0.22840347629407065
British Virgin Islands,VGB,Latin America & Caribbean,High income,2022,3,9,1,-0.26710594392157666
British Virgin Islands,VGB,Latin America & Caribbean,High income,2022,3,9,2,-0.17171293952561104
British Virgin Islands,VGB,Latin America & Caribbean,High income,2022,3,9,3,-0.238034898684451
British Virgin Islands,VGB,Latin America & Caribbean,High income,2022,3,9,4,-0.023286657184135025
British Virgin Islands,VGB,Latin America & Caribbean,High income,2022,3,9,5,0.07679339360837975
British Virgin Islands,VGB,Latin America & Caribbean,High income,2022,3,9,6,-0.16217645692993388
British Virgin Islands,VGB,Latin America & Caribbean,High income,2022,3,9,7,-0.09715732705571352
British Virgin Islands,VGB,Latin America & Caribbean,High income,2022,3,9,8,-0.2337181500605733
British Virgin Islands,VGB,Latin America & Caribbean,High income,2022,3,9,9,-0.189171686481098
Bulgaria,BGR,Europe & Central Asia,High income,2022,3,9,1,0.22950143354144498
Bulgaria,BGR,Europe & Central Asia,High income,2022,3,9,2,-0.18057853360175938
Bulgaria,BGR,Europe & Central Asia,High income,2022,3,9,3,-0.08240946140612908
Bulgaria,BGR,Europe & Central Asia,High income,2022,3,9,4,-0.01150411017667057
Bulgaria,BGR,Europe & Central Asia,High income,2022,3,9,5,-0.2093558229652687
Bulgaria,BGR,Europe & Central Asia,High income,2022,3,9,6,0.027914597461797027
Bulgaria,BGR,Europe & Central Asia,High income,2022,3,9,7,-0.13957737587778396
Bulgaria,BGR,Europe & Central Asia,High income,2022,3,9,8,-0.4750968755040733
Bulgaria,BGR,Europe & Central Asia,High income,2022,3,9,9,-0.23954070102183667
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,3,9,1,-0.29488450846678776
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,3,9,2,-0.16284704694504876
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,3,9,3,-0.2513503219967584
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,3,9,4,0.05315496918073263
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,3,9,5,0.25451694696878685
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,3,9,6,-0.18464885485513924
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,3,9,7,-0.17221467938840687
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,3,9,8,0.7639926416593009
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,3,9,9,-0.3210778238476963
Cayman Islands,CYM,Latin America & Caribbean,High income,2022,3,9,1,-0.45428671946814436
Cayman Islands,CYM,Latin America & Caribbean,High income,2022,3,9,2,-0.17082362855600605
Cayman Islands,CYM,Latin America & Caribbean,High income,2022,3,9,3,-0.30270389536907844
Cayman Islands,CYM,Latin America & Caribbean,High income,2022,3,9,4,0.021002016337180327
Cayman Islands,CYM,Latin America & Caribbean,High income,2022,3,9,5,0.27493777501987376
Cayman Islands,CYM,Latin America & Caribbean,High income,2022,3,9,6,0.03599478563412357
Cayman Islands,CYM,Latin America & Caribbean,High income,2022,3,9,7,-0.08939075586171212
Cayman Islands,CYM,Latin America & Caribbean,High income,2022,3,9,8,-0.21998567018295653
Cayman Islands,CYM,Latin America & Caribbean,High income,2022,3,9,9,-0.2903837825791086
Channel Islands,CHI,Europe & Central Asia,High income,2022,3,9,1,-0.2586405120971791
Channel Islands,CHI,Europe & Central Asia,High income,2022,3,9,2,-0.17230314579449751
Channel Islands,CHI,Europe & Central Asia,High income,2022,3,9,3,-0.24511787564297374
Channel Islands,CHI,Europe & Central Asia,High income,2022,3,9,4,-0.007458627519556635
Channel Islands,CHI,Europe & Central Asia,High income,2022,3,9,5,0.1084525434832535
Channel Islands,CHI,Europe & Central Asia,High income,2022,3,9,6,-0.09128365415796644
Channel Islands,CHI,Europe & Central Asia,High income,2022,3,9,7,-0.08965319384267087
Channel Islands,CHI,Europe & Central Asia,High income,2022,3,9,8,-0.2412377465491998
Channel Islands,CHI,Europe & Central Asia,High income,2022,3,9,9,-0.23214148697660694
Chile,CHL,Latin America & Caribbean,High income,2022,3,9,1,-0.3604862729317097
Chile,CHL,Latin America & Caribbean,High income,2022,3,9,2,-0.024462972367646878
Chile,CHL,Latin America & Caribbean,High income,2022,3,9,3,0.0722850197732086
Chile,CHL,Latin America & Caribbean,High income,2022,3,9,4,-0.34492173423158984
Chile,CHL,Latin America & Caribbean,High income,2022,3,9,5,-1.3796914474746227
Chile,CHL,Latin America & Caribbean,High income,2022,3,9,6,-0.4160618207995677
Chile,CHL,Latin America & Caribbean,High income,2022,3,9,7,0.1819359307441843
Chile,CHL,Latin America & Caribbean,High income,2022,3,9,8,-0.33168459726025085
Chile,CHL,Latin America & Caribbean,High income,2022,3,9,9,2.55574059136363
China,CHN,East Asia & Pacific,Upper middle income,2022,3,9,1,-0.2962062364434787
China,CHN,East Asia & Pacific,Upper middle income,2022,3,9,2,-0.27531940420100837
China,CHN,East Asia & Pacific,Upper middle income,2022,3,9,3,6.673456621048465
China,CHN,East Asia & Pacific,Upper middle income,2022,3,9,4,5.441199715512949
China,CHN,East Asia & Pacific,Upper middle income,2022,3,9,5,1.3583728392465078
China,CHN,East Asia & Pacific,Upper middle income,2022,3,9,6,-5.61006686071199
China,CHN,East Asia & Pacific,Upper middle income,2022,3,9,7,2.547398053396449
China,CHN,East Asia & Pacific,Upper middle income,2022,3,9,8,-0.5362819423064684
China,CHN,East Asia & Pacific,Upper middle income,2022,3,9,9,-0.06170553681826524
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,3,9,1,-0.009960750130950382
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,3,9,2,0.24576043418015464
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,3,9,3,-0.06930210126706167
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,3,9,4,-0.36970357408995935
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,3,9,5,-0.5625725768921223
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,3,9,6,-0.5834163028121707
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,3,9,7,0.007056675417332135
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,3,9,8,0.8863423245756652
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,3,9,9,7.289255690651638
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,3,9,1,-0.5155911535110786
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,3,9,2,-0.13354966553302777
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,3,9,3,-0.20499551546944975
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,3,9,4,-0.01749315612656793
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,3,9,5,-0.12645065297942495
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,3,9,6,-0.19620353311438052
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,3,9,7,-0.07780192223554272
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,3,9,8,0.7128371666066277
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,3,9,9,0.22523385159851375
Cuba,CUB,Latin America & Caribbean,Upper middle income,2022,3,9,1,0.12447777411944895
Cuba,CUB,Latin America & Caribbean,Upper middle income,2022,3,9,2,-0.17504323569411148
Cuba,CUB,Latin America & Caribbean,Upper middle income,2022,3,9,3,-0.2259262206664887
Cuba,CUB,Latin America & Caribbean,Upper middle income,2022,3,9,4,-0.020574163207649963
Cuba,CUB,Latin America & Caribbean,Upper middle income,2022,3,9,5,-0.1052332954107349
Cuba,CUB,Latin America & Caribbean,Upper middle income,2022,3,9,6,-0.3051069735199896
Cuba,CUB,Latin America & Caribbean,Upper middle income,2022,3,9,7,0.059031428048189394
Cuba,CUB,Latin America & Caribbean,Upper middle income,2022,3,9,8,-0.23909792888127557
Cuba,CUB,Latin America & Caribbean,Upper middle income,2022,3,9,9,-0.23180845417436843
Curacao,CUW,Latin America & Caribbean,High income,2022,3,9,1,-0.3955664400723116
Curacao,CUW,Latin America & Caribbean,High income,2022,3,9,2,-0.17093930229467325
Curacao,CUW,Latin America & Caribbean,High income,2022,3,9,3,-0.31420473242258207
Curacao,CUW,Latin America & Caribbean,High income,2022,3,9,4,-0.001489737976703826
Curacao,CUW,Latin America & Caribbean,High income,2022,3,9,5,0.18881491205411977
Curacao,CUW,Latin America & Caribbean,High income,2022,3,9,6,0.01839254759635523
Curacao,CUW,Latin America & Caribbean,High income,2022,3,9,7,-0.046141073519297034
Curacao,CUW,Latin America & Caribbean,High income,2022,3,9,8,-0.2750689178991222
Curacao,CUW,Latin America & Caribbean,High income,2022,3,9,9,-0.236385815315454
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,3,9,1,-0.7173677185110889
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,3,9,2,-0.1785918545147847
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,3,9,3,-0.3661219917491213
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,3,9,4,0.011015237135913463
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,3,9,5,0.26828598536480663
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,3,9,6,-0.17838387684539256
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,3,9,7,-0.09613983239503818
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,3,9,8,-1.4837515825652476
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,3,9,9,-0.13783588919912054
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,3,9,1,-0.6083641188183042
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,3,9,2,-0.1480581750941337
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,3,9,3,-0.2026246460707946
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,3,9,4,0.10878331379638541
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,3,9,5,0.5394793272534592
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,3,9,6,0.18580708838785637
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,3,9,7,-0.21937606482450062
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,3,9,8,2.132487989030878
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,3,9,9,-0.4109734395905442
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,3,9,1,-0.09668996660177293
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,3,9,2,-0.16070314916768366
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,3,9,3,-0.09451640798232491
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,3,9,4,-0.2939735804820386
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,3,9,5,0.06543009683468276
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,3,9,6,-0.2601262981067442
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,3,9,7,0.13629291489660178
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,3,9,8,1.119115955089112
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,3,9,9,-0.24196524341252293
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,3,9,1,-0.5258946862014641
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,3,9,2,-0.16585574669048583
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,3,9,3,-0.14469312859858868
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,3,9,4,0.04625666660848561
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,3,9,5,0.27125304985096704
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,3,9,6,0.01847306842134236
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,3,9,7,0.013104526084333188
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,3,9,8,0.4709910505691684
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,3,9,9,-0.21434565259134442
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,3,9,1,0.024879340976803912
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,3,9,2,-0.15145457786342847
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,3,9,3,0.24368668965923698
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,3,9,4,-0.7645564210181739
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,3,9,5,0.12638610961020494
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,3,9,6,0.18804522449120425
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,3,9,7,0.9790902193266877
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,3,9,8,3.022108712255305
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,3,9,9,-0.4130146143329517
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,3,9,1,-0.24030584260146468
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,3,9,2,-0.1508000079130896
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,3,9,3,-0.10504077747639662
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,3,9,4,-0.10898116111871942
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,3,9,5,0.31366753364719746
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,3,9,6,-0.20835596923959074
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,3,9,7,-0.11874184437324785
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,3,9,8,2.3161337502633956
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,3,9,9,-0.3850233067013864
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,3,9,1,0.5667595629816116
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,3,9,2,-0.1679752151165235
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,3,9,3,-0.23066641612452912
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,3,9,4,0.041909594695518804
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,3,9,5,-0.4994346230375635
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,3,9,6,-0.4038525342524489
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,3,9,7,-0.19563499767635859
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,3,9,8,-0.2568917337463499
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,3,9,9,-0.158220487321163
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,3,9,1,-0.26728082669180214
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,3,9,2,-0.17193097277970268
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,3,9,3,-0.24674111626310677
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,3,9,4,-0.0061908510395997955
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,3,9,5,0.08383825304940679
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,3,9,6,-0.09673314224388667
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,3,9,7,-0.08033136449917613
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,3,9,8,-0.2526408085025707
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,3,9,9,-0.20013752303489774
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2022,3,9,1,-0.19861756546385184
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2022,3,9,2,-0.1796818879423178
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2022,3,9,3,-0.3453508656858126
