"country","iso3c","region","income","year","BG.GSR.NFSV.GD.ZS","BM.GSR.GNFS.CD","BM.GSR.INSF.ZS","BM.GSR.TOTL.CD","BM.GSR.TRAN.ZS","BM.GSR.TRVL.ZS","BM.KLT.DINV.CD.WD","BM.KLT.DINV.WD.GD.ZS","BN.GSR.GNFS.CD","BN.KLT.DINV.CD","BN.KLT.PTXL.CD","BX.GSR.GNFS.CD","BX.GSR.INSF.ZS","BX.GSR.TOTL.CD","BX.GSR.TRAN.ZS","BX.GSR.TRVL.ZS","BX.KLT.DINV.CD.WD","BX.KLT.DINV.WD.GD.ZS","DT.DOD.DSTC.XP.ZS","DT.ODA.ODAT.MP.ZS","DT.TDS.DECT.EX.ZS","DT.TDS.DPPF.XP.ZS","DT.TDS.DPPG.XP.ZS","FP.CPI.TOTL.ZG","GC.NFN.TOTL.CN","GC.NFN.TOTL.GD.ZS","GC.TAX.GSRV.CN","GC.TAX.GSRV.RV.ZS","GC.TAX.GSRV.VA.ZS","GC.XPN.GSRV.CN","GC.XPN.GSRV.ZS","IQ.SPI.PIL2","LP.LPI.LOGS.XQ","NE.EXP.GNFS.CD","NE.EXP.GNFS.CN","NE.EXP.GNFS.KD","NE.EXP.GNFS.KD.ZG","NE.EXP.GNFS.KN","NE.EXP.GNFS.ZS","NE.IMP.GNFS.CD","NE.IMP.GNFS.CN","NE.IMP.GNFS.KD","NE.IMP.GNFS.KD.ZG","NE.IMP.GNFS.KN","NE.IMP.GNFS.ZS","NE.RSB.GNFS.CD","NE.RSB.GNFS.CN","NE.RSB.GNFS.KN","NE.RSB.GNFS.ZS","NV.SRV.EMPL.KD","NV.SRV.TOTL.CD","NV.SRV.TOTL.CN","NV.SRV.TOTL.KD","NV.SRV.TOTL.KD.ZG","NV.SRV.TOTL.KN","NV.SRV.TOTL.ZS","NY.GDP.DEFL.KD.ZG","NY.GDP.DEFL.KD.ZG.AD"
"Bolivia","BOL","Latin America & Caribbean","Lower middle income",2022,7.05926151799077,13464956648.0172,8.02063463273739,14824314424.9722,40.789705573157,23.792364491642,-80794332.5722452,-0.158547464896774,1217953798.72786,-87031312.6550736,-421137383.102297,14682910446.745,0.193678380343651,14778523713.4211,34.4303572894334,56.1579036687813,6236980.0828294,0.0122391923945909,4.26821387732497,2.26475749302076,16.275104418689,12.4743251382431,12.2431689902614,1.74632872945969,NA,NA,NA,NA,NA,NA,NA,66.9333333333333,2.4,14163562908.8278,97870219700,10951339862.8782,11.0099895169059,74404968352.0063,27.7939915042015,15150615137.4819,104690750600,12649909878.6956,15.1135766353059,84483959901.1618,29.7309420747615,-987052228.654124,-6820530900,-10078991549.1555,-1.93695057055997,5147.9777328223,26936138437.0478,186128716600,17835523102.3871,5.41380963493556,173535353832.714,52.8583667608579,2.59100275081603,2.59100275081603
"Bosnia and Herzegovina","BIH","Europe & Central Asia","Upper middle income",2022,16.0060233553226,15165887707.9351,4.84380594208419,16259504635.9712,44.2173247287104,31.9475680519886,80687086.7423443,0.328869749098033,-3328380284.60601,-848752904.054012,137948408.524092,11837507423.329,0.223984883709153,12608343758.2434,21.8340065516167,47.6392174414986,929439990.796357,3.7882728069108,20.8782933783743,1.75322070889387,7.90369523474478,4.04732477077056,3.65183753654372,14.0208440826771,1156602459,2.53541152824575,7121655699,43.2873207126576,19.7202523948825,2640318721,17.3167052053308,63.8333333333333,2.9,11851991205.4153,22036715400,9066143200.81068,11.7888063693615,18739212500,48.3071273410035,15186504625.8698,28236662900,11757983049.6715,6.22813865663971,22420303800,61.8981570363834,-3334513420.45451,-6199947500,-3681091300,-13.5910296953799,18533.0265947545,13371805267.0699,24862545200,11259626690.7128,5.43311441763761,22229813900,54.5016857184557,11.8088381857197,11.8088381857197
"Botswana","BWA","Sub-Saharan Africa","Upper middle income",2022,8.61991304246366,8826018703.29609,1.34894284934986,10298234360.9171,34.2391612201379,7.8213888889898,10118014.2367131,0.0497905578099262,198996111.478663,-699506126.122522,-649823569.384124,9025014814.77475,0.337049046419342,9164450689.89692,5.92696438372886,65.9892466164081,709624140.359235,3.49204705165089,1.22244097099572,0.881271917175644,1.92955567642417,1.80511731841921,1.73584061045113,11.665567478802,10898830000,4.33614439640333,10224330000,13.8033736170746,4.33272071781102,14124100000,22.394540362607,68.9,3.4,8848562925.38457,109446175900,6442048652.84074,-5.36913319816904,87875883400,43.5436117763611,8548721137.88168,105737490400,6829264641.957,-11.7577619978629,80452861900,42.0680959779821,299841787.502886,3708685500,7423021500,1.47551579837902,20071.5303627062,11466871989.6048,141831538000,10889487647.4869,4.82966809312049,114175293700,56.4282614493451,14.6176767241876,14.6176767241876
"Brazil","BRA","Latin America & Caribbean","Upper middle income",2022,6.27385951536186,370849026421.7,3.5994651770468,467391857998.72,31.5201784586751,16.3775821406283,33354592259,1.70880603590923,9643356978.81,-42146446474.31,2919022466.94,380492383400.51,5.75493814680706,420505075020.24,16.0487232779508,12.2913307115689,75501038733.31,3.86803201499441,16.1166906241828,0.12375358591974,29.9040449782556,7.40409236083534,7.33530301084127,9.28010608956873,20089448750,0.199306479656273,483832396300,17.8137291867424,5.93285753536883,67997759450,2.13202266932355,87.3333333333333,3.3,383177580523.381,1978717642000,268995417047.527,5.74283986728443,552092135363.466,19.6307650034838,374482461947.998,1933816308000,275027501896.723,0.951493762686198,497199149416.118,19.1853009729483,8695118575.38299,44901334000,54892985947.348,0.445464030535458,17607.4176579911,1133818506744.43,5855005084214.22,1205941107645.36,4.25668729161347,2583405977896.07,58.0872310746862,8.57028196142548,8.57028196142548
"British Virgin Islands","VGB","Latin America & Caribbean","High income",2022,NA,NA,NA,NA,NA,NA,42809379600,NA,NA,NA,NA,NA,NA,NA,NA,NA,38118551090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunei Darussalam","BRN","East Asia & Pacific","High income",2022,8.44777311904554,10099328323.22,6.63250717793227,11020574314.0382,21.2797034017785,10.5861657060527,NA,NA,4305796750.51132,290169984.940837,457317406.841151,14405125073.7313,0.631763438382643,14947451448.0173,69.994986913981,4.8641395030582,-290169984.940837,-1.73946797718401,NA,NA,NA,NA,NA,3.68225030604216,NA,NA,NA,NA,NA,NA,NA,71.0333333333333,NA,14411072071.9153,19872234300,9520109593.7147,7.15602803348223,14799990900,86.3893568836847,10106443642.8719,13936341100,8908823732.16628,11.5251061465501,12396867600,60.5846089959126,4304628429.04342,5935893200,2403123300,25.8047478877721,32756.2062048335,5424866130.60895,7480651700,5500921018.80675,3.76978090899071,7556786700,32.5201826668198,24.2367268387765,24.2367268387765
"Bulgaria","BGR","Europe & Central Asia","High income",2022,23.3144148017558,62261400000,9.8272734762344,69949730000,34.6120237325082,20.6596535205066,1714180000,1.89399277023502,984280000,-3798280000,1198080000,63245690000,6.21532490459443,65887330000,20.6555696626728,25.2427028522741,4748510000,5.24661564677497,15.1631945018868,NA,14.1772592659317,NA,2.93959482604622,15.3252589264366,3445700000,2.04669560646854,26379911000,42.8821014576387,18.3917114927802,5380500000,8.12760667247731,91.3333333333333,3.3,63335730820.5503,117813453000,44470930372.7512,12.065399691161,85428920000,69.9794748927614,62327426615.8175,115937864000,49013546565.5947,15.3433920115477,83330536000,68.865402348477,1008304204.73276,1875589000,2098384000,1.11407254428439,20290.0074846502,54207577163.4639,100833791000,38539670347.424,3.98696407263992,84767556800,59.8938030075942,15.9184542166472,15.9184542166472
"Burkina Faso","BFA","Sub-Saharan Africa","Low income",2022,10.4602270329241,6760734649.25922,16.2737259260181,8102030036.82115,49.5508005818748,5.05410760743782,23529894.5708739,0.126352497735231,-947074533.776166,-646208346.27929,324009419.189249,5813660115.48305,18.3279502099322,6116453756.27101,15.9022409051343,15.0027680433475,669738240.850164,3.59640793567206,0,17.1853842050267,17.5796065996179,3.43548443220976,3.02121954098875,14.2902354303358,1208843006000,10.4067815736265,1028908098000,40.0126802759668,12.1900622732919,254608725300,9.62497379344836,69,2.4,5813561183.39553,3626265185500,4681589029.55266,-7.0426285961711,2767810199500,31.2180734191588,6760351772.06807,4.216835e+12,6048549562.52912,7.19683284917376,3575973257300,36.3022167140067,-946790588.672544,-590569814500,-808163057800,-5.08414329484785,2825.83775076435,8681716849.00176,5415305105900,7672576122.13214,4.19165143337739,4536116757200,46.6196992594799,4.64258435284958,4.64258435284958
"Burundi","BDI","Sub-Saharan Africa","Low income",2022,10.8511158617014,1419095719.62193,2.87179705979944,1469416492.58642,68.0893946374608,7.47093580823668,1950181.2649101,0.0483173495653549,-1079305059.78823,-23299307.7250331,-7009516.24400895,339790659.833689,9.44027820460355,368734566.340932,4.54008281912775,3.02808203978675,25249488.9899432,0.625576918322977,0.0718674147177678,39.1037024111536,9.19992072225422,9.19992072225422,6.93601691693665,18.8008786664945,NA,NA,NA,NA,NA,NA,NA,63.1333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540.99511707627,1754990122.90971,4189258597188.59,1612009494.44123,3.16389420912797,1242037632919.41,43.4813280068521,15.049386127875,15.049386127875
"Cabo Verde","CPV","Sub-Saharan Africa","Lower middle income",2022,36.3662417195149,1309777341.73184,3.88256122918327,1363646862.52565,38.455413402795,24.3005503690382,18590273.2367344,0.827336251347449,-457870066.687996,-103425255.748134,126449.387810799,851907275.043844,0.597402649669344,877894509.167855,13.6084380320502,70.7622916174003,122015528.984869,5.43014452079405,45.0509709161855,6.15387153499659,11.965140367442,11.1175017249526,9.82022818228109,7.93092925430087,NA,NA,NA,NA,NA,NA,NA,64.6666666666667,NA,869236485.990215,91150803000,804881605.998545,78.9314746440226,79993717000,38.6842542170134,1310225012.87536,137394212000,1292943723.87237,18.1954048553877,128500109300,58.3098826343223,-440988526.885148,-46243409000,-48506392300,-19.6256284173089,11220.1143973472,1550554758.71743,162595926000,1432535645.42197,13.7313835345263,142373549300,69.0054495299915,6.34319040438669,6.34319040438669
"Cambodia","KHM","East Asia & Pacific","Lower middle income",2022,12.6806587845184,34758832300.4019,9.23422346129674,36655533070.8409,55.7786240761854,17.5051694037978,150486280.413257,0.376267127722784,-9261970319.21556,-3428345015.46067,126103250.217347,25496861981.1863,2.20276110797927,25842591243.8337,15.3747984977319,61.045559373305,3578831295.87392,8.94830125779534,17.8375804365204,4.22570038726804,10.5558668097995,1.81491672980708,1.79776043012272,5.34370264895437,7732864112000,4.71346280069229,1.2285469e+13,46.445050426364,9.69372044606837,3091268849000,16.0001234523802,63.6333333333333,2.4,28878876682.0659,118462245648500,21349050518.6834,21.3394679976063,86359434556000,72.2070606780988,29462601452.0712,120856706757800,24161616587.5679,18.5950857597654,98682744989600,73.6665720833071,-583724770.005262,-2394461109300,-12323310433600,-1.4595114052083,3495.23356663812,14552201244.7586,59693680525100,12626885461.2694,3.59745369679165,49083679116800,36.3854761335897,3.48890016581984,3.48890016581984
"Cameroon","CMR","Sub-Saharan Africa","Lower middle income",2022,9.60422907020245,9758976255.14744,4.46981975457805,11029122259.4327,48.3301166701343,22.1793838855813,27346177.4094362,0.0616638111647852,-1117636380.02892,-898335371.153816,476195611.923279,8641339875.11855,3.99619446785085,8799233662.40671,28.9224905438242,31.5143794039976,925681548.563251,2.08735032157122,9.98500631201206,10.7626250155479,20.5830912121116,18.7755606509047,18.7109739594037,6.24767713343861,NA,NA,NA,NA,NA,NA,NA,65.2333333333333,2.1,8568684369.04679,5.3448e+12,7082954012.68759,2.8973355119678,3.8716e+12,19.321813317909,9740770348.35567,6.0759e+12,9392264659.01946,5.28668228192825,5.1092e+12,21.9647892415588,-1172085979.30888,-7.311e+11,-1.2376e+12,-2.64297592364977,4737.57303691734,21909559046.6817,1.36663e+13,20165441581.4982,3.93521059027901,1.22329e+13,49.4045983659894,6.83105473248673,6.83105473248673
"Canada","CAN","North America","High income",2022,13.076983249064,731057631347.407,10.1545252006409,874412564357.718,18.4165118085226,19.6730181430411,88867717364.1574,4.05712508351208,12724832765.5058,38444704429.7408,-116726472506.475,743782464112.909,10.2268691379774,871497085253.693,11.0557681100722,22.5261392119615,50764048301.0469,2.31755804932899,NA,NA,NA,NA,NA,6.80280115341613,1.2269e+10,0.43034928830491,7.5243e+10,13.875227510359,NA,4.2676e+10,8.20122953103711,92.7333333333333,4.2,743495409319.726,9.677e+11,530105504666.859,4.17193888808779,704349506000,33.9431906669379,731037232134.525,9.51485e+11,611050062756.213,7.53862321971405,819802205000,33.374430889461,12458177185.2014,1.6215e+10,-115452699000,0.568759777476902,75691.7672147427,NA,NA,1220142967590.79,4.26330704343741,1714805186000,NA,7.90676213077326,7.90676213077326
"Cayman Islands","CYM","Latin America & Caribbean","High income",2022,86.6349027571183,3286875369.30813,30.668490109803,9649850381.34085,13.8516119007747,15.7538706113033,-767318448.935628,-11.5210191541731,928369252.358063,2377417994.05847,12031602705.1511,4215244621.6662,57.2109898415732,9155882448.93723,1.98242037025788,15.7577251598261,-3144736442.9941,-47.2171219717417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5699204410.05398,4749318011.03028,4955943888.63891,6.43154994961847,4129936719.19717,85.571568444444,3.88863168836471,3.88863168836471
"Central African Republic","CAF","Sub-Saharan Africa","Low income",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24047720,1.00929791484186,NA,NA,5.90048213810493,5.95036808183451,NA,5.58316735183247,NA,NA,NA,NA,NA,NA,NA,58.6333333333333,2.9,293074002.707976,182807752300,127548410.150336,-6.54099884114771,96186006400,12.3004999986493,784669456.38734,489445185500,728780996.796458,7.00489413766437,257526052500,32.9330700029707,-491595453.679365,-306637433200,-161340046100,-20.6325700043215,2131.93465696185,1010888610.29193,630551577300,774552394.53721,-0.345306623977095,332060904000,42.4276300000596,6.01877877272452,6.01877877272452
"Chad","TCD","Sub-Saharan Africa","Low income",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614018510,3.44402627536712,NA,NA,7.62876857476669,7.59265460091035,NA,5.78802687843616,NA,NA,NA,NA,NA,NA,NA,59.2,NA,5657938456.17481,3529193999700,4157274345.29755,5.86538336413092,2222850080097.15,31.7353441144244,2897673570.61113,1.807452e+12,2890718844.856,3.20636702929535,1777977481906.67,16.2530343175185,2760264885.56368,1721741999700,444872598190.48,15.4823097969059,3997.12039289064,5053999151.67011,3152480999700,4387440437.81883,3.87361782401632,2873822794911.47,28.3478520444522,14.1477010983256,14.1477010983256
"Channel Islands","CHI","Europe & Central Asia","High income",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10286876280.3494,8345763300,NA,5.97962477102479,8822659100,90.9677077169345,7.35832232268851,7.35832232268851
"Chile","CHL","Latin America & Caribbean","High income",2022,10.8183737285977,118928440858.183,14.8243322150275,147488479493.283,45.5013972992671,7.20986103097872,14054693743.186,4.66582130676196,-11889803020.7973,-4717296726.415,-5635894900.11,107038637837.472,8.30292542914706,120921851414.372,45.5766739525317,12.890005900434,18771990469.19,6.2318507042491,NA,NA,NA,NA,NA,11.643866711056,3906059786000,1.48482436311764,28174478870000,41.0570219536024,12.3951712564208,5184429800000,8.16880742322379,85.5666666666667,3.1,107256627010.034,93668734339400,70881066194.546,0.798026059112189,51795988382300,35.6066282723137,119270630866.653,104160734386100,96627549440.6052,1.33667137179513,64670617217800,39.5949894702167,-12014003856.6189,-10492000046700,-12874628835500,-3.98836119790297,27709.7797996918,166795446771.453,145664830492900,174153416733.692,5.41317451008464,125380889685400,55.3720887582081,7.5601573866271,7.5601573866271
"China","CHN","East Asia & Pacific","Upper middle income",2022,4.54463838478613,3141710904547.04,4.95085647296042,3566405403726.97,36.6276929947384,24.9617599151313,210050160759.03,1.1467645106016,577608939732.6,19846371666.52,289053728588.98,3719319844279.64,2.4513429838461,3989644346998.2,39.3382893413363,3.61728143593934,190203789092.51,1.03841365474349,31.7118511907114,-0.00786444857343975,11.3335740725489,1.84229534811799,2.41196232435611,1.97357555739051,NA,NA,5295634960000,29.280483663244,4.62168955866891,NA,NA,43.8,3.8,3717887818646.97,25047997660500,NA,NA,NA,20.2977316914005,3140040863536.23,21154951424100,NA,NA,NA,17.1429881849654,577846955110.745,3893046236400,NA,3.1547435064351,27756.1793227469,10066450868452.2,6.781927e+13,9137572831404.96,3.54061798181127,64885958052000,54.9575804271762,1.93427407840763,1.93427407840763
"Colombia","COL","Latin America & Caribbean","Upper middle income",2022,9.24242757039335,89568895778.0931,10.4051564907451,113630095021.076,36.1809729736183,23.8655514903933,3383504873.15655,0.978931362975407,-16067806442.856,-13798720624.7493,427001372.227451,73501089335.237,0.821014784065822,80475958604.4646,18.1994204684267,44.3648025151555,17182225497.9059,4.97124137726565,24.0619016359573,1.65850197757675,33.8039730673688,11.1547930364851,10.9480069283837,10.1772313546166,20331371379474.3,1.38207202872682,113253740700000,27.3855430806744,9.50082595313416,40017773850000,8.39833311056736,85.2,3.1,70468824548.812,2.99929e+14,48757711676.6825,12.4605664964541,1.33683e+14,20.3883679938331,96411719930.8215,4.10347e+14,92629913992.3456,24.0032224989014,2.53971e+14,27.8942871185028,-25942895382.0095,-1.10418e+14,-1.20288e+14,-7.50591912466972,14271.0695687228,189782460176,8.07751e+14,214428817245.425,7.6173844917564,5.87917e+14,54.908743854001,14.9250366806978,14.9250366806978
"Comoros","COM","Sub-Saharan Africa","Lower middle income",2022,26.0860946248185,480267905.187344,8.38962075501658,485346590.275314,43.8321858410572,35.1968412099111,NA,NA,-314236050.866876,-4128667.47538991,NA,166031854.320468,1.45665207876528,177719975.710801,4.50709756161795,76.0741409520918,4128667.47538991,0.337727307705265,0.88036215047992,28.6367087383616,2.72555793496297,2.72555793496297,0.936401039525271,12.5320314570999,NA,NA,NA,NA,NA,NA,NA,NA,NA,158275538.09652,73943840300,146229619.052495,72.000064627679,55080321500,12.9470275035631,457719890.953261,213839529000,375494963.138884,20.2783517435906,152964594500,37.4417429779068,-299444352.856741,-139895688700,-97884273000,-24.4947154743437,4205.28376366198,625891356.815207,292406591000,586504633.257437,2.69150698700804,224292705500,51.1982629052083,5.18555344072182,5.18555344072182
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2022,7.19944741757937,31698582113.2778,18.4618361358843,34297907946.7585,48.6102583980129,4.21397202966124,436399470,0.619688911128846,-2945395688.07329,-1409373841.76263,34816479.2527791,28753186425.2046,1.86057632100821,28831612387.8396,22.9268841419709,48.4990513600946,1409373841.76263,2.00131622839817,2.03941626014646,9.59158683425703,3.09413337623899,1.29750822384732,2.96384611829901,NA,8543697528000,6.04488443534768,4538007062000,19.5484719498891,3.7458089953016,4835351729000,27.4817290567332,62.4333333333333,2.4,28746630293.9711,5.7694487e+13,18795034529.156,24.8894920278632,8903479070700,40.8203246110598,31691354758.3458,6.3604549e+13,27484465307.1896,29.7770996907059,7435426815300,45.001844576936,-2944724464.37469,-5.910062e+12,1468052255400,-4.18151996587627,1975.72282049384,30815809938.9611,61847330547494.9,21157234682.4442,6.11120488289035,6301892442403.36,43.7585675954837,9.98907682520658,9.98907682520658
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2022,NA,NA,NA,NA,NA,NA,24909590,0.157485885506815,NA,NA,NA,NA,NA,NA,NA,NA,532256250,3.36508336137956,NA,NA,13.6272413104511,7.57408111948219,NA,3.04344334698478,NA,NA,NA,NA,NA,NA,NA,29.4333333333333,2.9,10093186510.6175,6.295723e+12,5623798014.70855,-0.731218043702015,2.878072e+12,63.8121468562925,5433021714.23864,3.3889e+12,3833815426.12232,5.89994858772025,1.291506e+12,34.3491898359076,4660164796.37885,2.906823e+12,1.586566e+12,29.4629570203849,5018.13074774587,5902096583.18404,3.68149e+12,4130797680.50546,4.36046380683767,1.621771e+12,37.3148215907803,18.2608987808466,18.2608987808466
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2022,26.7575333361133,27095220405.9637,11.438594778304,32652714621.5024,27.546712029621,21.0810995481131,1000043028.22285,1.4442383878191,2297074272.44343,-3060056476.99041,2827184982.49042,29392294678.4071,0.929090800035283,29815044117.9963,3.91348560144688,30.6980748270902,3751294950.89378,5.4175310653788,NA,1.96402822904204,NA,3.98001958945196,NA,8.27477490232654,562951776400,1.25630750352703,3208455676000,23.8944764709285,8.1430304758572,2813716452000,21.8319163495175,86.6666666666667,2.9,29362895414.1741,19001781342700,26602271324.2822,18.5008764976854,15107679189600,42.4051961144394,27574429707.1191,17844401124400,22404232700.0875,8.11776622548564,12517649628700,39.822336420875,1788465707.05502,1157380218300,2590029560900,2.58285969356442,31254.905819096,46589251384.0116,30149573304400,46947107876.3935,5.56978933173345,26483492056400,67.2830902367432,6.28038513680281,6.28038513680281
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2022,7.94965812564996,19948193945.8359,3.4005953500528,22893459233.138,56.4094560345235,7.20315364130351,167491241.975691,0.236159857443863,-2737601348.32923,-1431624506.85757,420018431.189826,17210592597.5068,2.00738569217426,17856879508.924,38.6787524124209,36.6975764389788,1599115748.83326,2.2547265327193,9.44942105789947,8.59395086030025,12.9116655451909,10.4018143358795,10.3769222017428,5.23352856100843,592300937700,1.33887207089704,2098369492000,37.7236653517784,6.24032664528556,1444685393000,17.734989563042,58.1,NA,17211097451.1321,1.0735589e+13,17169162639.4813,4.99207739662157,10149813867800,24.2673603262295,20283240452.5601,1.2651868e+13,19671964828.2307,18.034288144553,11630134881400,28.5990307151189,-3072143001.42805,-1.916279e+12,-1480321013600,-4.33167038888939,7689.54605147147,37564669475.1766,2.3431327e+13,34387612076.9856,3.72276856339305,20330358526200,52.9655573840158,3.00000062873427,3.00000062873427
"Croatia","HRV","Europe & Central Asia","High income",2022,36.8745574228875,46768775840.8551,5.76699116390012,51187116912.3107,15.797246283306,24.5349553363667,-399041416.084956,-0.560478989182165,-4862008577.20514,-4326432330.51948,1839021677.36743,41906767263.6499,1.20339768310481,46046352117.803,7.53456989139697,66.0393441227975,3927390914.43453,5.51626974323097,NA,NA,NA,NA,NA,10.7805806758686,1977152408,2.92421774016909,12191010000,47.1295859589438,22.5716971616291,2817936498,11.0145345804767,87.3666666666667,3.4,42370492108.8212,40237900500,38021977377.4516,27.0110658880339,36893208500,59.5120446927421,46917661961.8646,44556202200,39819289281.1408,26.7839542715339,38864963300,65.8988332819515,-4547169853.04338,-4318301700,-1971754800,-6.38678858920942,35349.7762455898,42586550457.6336,40443084200,37980157312.4527,9.60681718998329,37760469000,59.815512353154,8.00995019463291,8.00995019463291
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,2.56337e+11,7870305551.59126,-2.43193232883955,7.382e+09,40.4896279061686,NA,3.37889e+11,8437135961.38375,-9.19233567790444,7.488e+09,53.3711476828839,NA,-8.1552e+10,-1.06e+08,-12.8815197767153,19937.9526638486,NA,4.72256e+11,65435509171.7649,4.26329292217918,4.1453e+10,74.5950436981612,14.0926582899991,14.0926582899991
"Curacao","CUW","Latin America & Caribbean","High income",2022,76.6645238480516,2891122906.06145,3.30733638801469,3055891851.13966,12.0157053500339,49.2647875204271,18445898.8156425,0.599831353244533,-844747427.217877,-157170896.134078,32597943.0391061,2046375478.84358,1.25636675980236,2247926155.70392,5.05103694088179,66.1481441217815,175616794.949721,5.71077944316966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2256539633.36807,4039205943.72885,NA,NA,NA,73.3790874308202,4.99831163618482,4.99831163618482
"Cyprus","CYP","Europe & Central Asia","High income",2022,151.943740048593,31486214155.3505,26.8114364324223,58880273413.5227,15.848756913081,6.70135720410654,-5428072152.08862,-17.3876141432774,1076505753.7147,-5481961858.6905,4154152366.9457,32562719909.0652,27.4481318198801,56975812029.3317,18.1056905500948,10.4181492805035,53889706.601881,0.17262361266281,NA,NA,NA,NA,NA,8.39548297993334,621800000,2.09745869839701,3566463000,30.9868544519358,13.7441536161045,1075100000,10.0178907545798,90.5666666666667,3.2,32674701776.7032,31028681000,31860120927.7622,27.4878056711404,29209069000,104.66609337928,31557519607.7605,29967778000,30907640053.2594,29.9406311569603,28068555000,101.087450366244,1117182168.94266,1060903000,1140514000,3.57864301303551,40151.3961974221,24086609015.7789,22873222000,22762813662.5721,11.1871467211498,21127765869.0536,77.1560605407942,6.62059685744181,6.62059685744181
"Czechia","CZE","Europe & Central Asia","High income",2022,21.5378421909321,216041519948.524,5.18363661580073,245806835794.035,28.8837540986119,16.2931254757557,5672523810.72607,1.87936942184381,3377084364.71671,-3471076484.18723,14646187159.0543,219418604313.24,2.58863818072387,233633490751.169,25.4658565999421,15.982919892963,9143600294.9133,3.02937517288668,NA,NA,NA,NA,NA,15.1001651468371,1.83843e+11,2.607749474033,5.60578e+11,25.5296959451459,8.93815323746525,1.76023e+11,7.24922503143323,89.1,3.6,218554266386.95,5.104772e+12,184107052132.862,5.14899737013197,4.491247e+12,72.4094281428088,216117395213.426,5.047854e+12,179375443865.663,5.94813441086541,4.283553e+12,71.6020659665878,2436871173.524,5.6918e+10,2.07694e+11,0.807362176221072,39936.4245850904,180325855204.007,4.211871e+12,126710617269.579,2.87469370474362,3.775993e+12,59.7439357764226,8.67110087967065,8.67110087967065
"Denmark","DNK","Europe & Central Asia","High income",2022,60.4956145785376,244604569511.926,1.43297300139892,273378518656.52,49.3337821092364,8.04211309767004,29032312240.7531,7.25600454193578,38306598514.2022,1404958420.35052,4225179334.88108,282911168026.128,1.09078297085065,322288913589.096,68.4694660462181,6.19133981822066,27627359889.4076,6.9048667972729,NA,NA,NA,NA,NA,7.6965669988926,43932870940,1.55170214214507,3.49208e+11,34.307687319906,14.1609199706168,71653764230,7.8681864404174,98.4666666666667,4.1,283101737204.979,2003270885000,212443161707.138,6.58529021023611,1470401076000,70.7552148776405,245032442023.852,1733886771000,196664306484.322,5.97796703433269,1334294073000,61.2406100314303,38069295181.1278,269384114000,136107003000,9.5146048462102,94058.864863841,265795160639.121,1880806921000,222968506958.841,-0.843465689286589,1604692604000,66.429806790063,10.3984104940467,9.0969655700667
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2022,51.6851412477256,5096061035.40113,3.31227148652206,5261640792.43603,86.119014194201,3.57460053319176,NA,NA,577744640.879615,-187022847.623807,13569609.7309828,5673805676.28075,NA,5907151766.76849,56.9858208050974,4.24160391297138,187022847.623807,5.24930012962196,10.6305246808231,1.15659852940856,1.3139889030219,0.90568722139447,0.877912443214064,5.17980847967061,NA,NA,NA,NA,NA,NA,NA,59.4666666666667,2.8,5673808947.73268,1.008355e+12,5774719950.80828,31.2764765576008,1.008355e+12,159.250735528808,5096060679.37948,9.05677e+11,5186696193.59878,39.3705772439429,9.05677e+11,143.034673702738,577748268.353205,1.02678e+11,1.02678e+11,16.2160618260701,14928.1088644895,2721581734.85407,483682227500,2577115182.72886,5.4418628369864,443069059100,76.3885243704718,-0.147758592154517,-0.147758592154517
