eigenvalue_rank,observed_eigenvalue,permutation_threshold,retain
1,11.15404692138329,2.659826069512715,True
2,3.7740844927719968,2.423682399299678,True
3,3.128001222927638,2.266217722281626,True
4,2.8123248101714995,2.1330276301673545,True
5,2.6140643379358854,2.0197881695175797,True
6,2.0647183243742075,1.933643618401607,True
7,1.9128668352186737,1.8327953377879969,True
8,1.5907085541159656,1.7499542011348468,False
9,1.426351922249344,1.6682944551472978,False
10,1.2341433192745999,1.5935470077949758,False
11,1.150407097359562,1.519105746820196,False
12,1.1040694342921757,1.4449839716771145,False
13,0.9858682352346623,1.3878295717423503,False
14,0.8858734687857837,1.3275980949928137,False
15,0.7677397626796355,1.2692945780116038,False
16,0.6873060506313955,1.2155689922462878,False
17,0.6503551085048737,1.1618067347998273,False
18,0.6150106904020424,1.1080766746959876,False
19,0.5778811312790312,1.0581036367140162,False
20,0.48853802978924676,1.0056801126885186,False
21,0.4518191092739537,0.9602871038565658,False
22,0.4141763576873409,0.9146112612856391,False
23,0.3371771744360677,0.8683695276637847,False
24,0.3010225956927828,0.8283863477407726,False
25,0.2980906877780771,0.7853759596205886,False
26,0.2649457816948124,0.7470540687179731,False
27,0.23326936697383502,0.7074255209492443,False
28,0.20785565209393925,0.6713025165415417,False
29,0.19476590476151154,0.6320545663768552,False
30,0.1777416609493306,0.5951416614862811,False
31,0.1442544578988774,0.5613995211712859,False
32,0.11490221909535564,0.5243823454229527,False
33,0.10185125981971671,0.4908877424076893,False
34,0.041690523386259636,0.4590030567034393,False
35,0.03824669997746802,0.427324051661807,False
36,0.022960722115379723,0.3957886206825814,False
37,0.01641073149815778,0.3685671724938884,False
38,0.0060904115583659026,0.3378195333972419,False
39,0.0051253007896141555,0.30826167907582036,False
40,0.0017427362255116976,0.27797003780169244,False
41,0.0010763078038189388,0.2500892674837677,False
42,0.00042129764045001155,0.2227097863977433,False
43,3.2914678584761094e-06,0.18738015607150374,False
